"Kommune";"Aldersgruppe";"Bekræftede tilfælde";"Dagsdato"
746;0-9;160;2021-03-22
751;0-9;1150;2021-03-22
756;0-9;71;2021-03-22
760;0-9;42;2021-03-22
766;0-9;63;2021-03-22
773;0-9;31;2021-03-22
779;0-9;48;2021-03-22
787;0-9;46;2021-03-22
791;0-9;119;2021-03-22
810;0-9;60;2021-03-22
813;0-9;70;2021-03-22
820;0-9;23;2021-03-22
840;0-9;53;2021-03-22
846;0-9;37;2021-03-22
849;0-9;66;2021-03-22
851;0-9;434;2021-03-22
860;0-9;79;2021-03-22
;10-19;66;2021-03-22
011;10-19;3;2021-03-22
019;10-19;17;2021-03-22
101;10-19;4683;2021-03-22
147;10-19;622;2021-03-22
151;10-19;491;2021-03-22
153;10-19;460;2021-03-22
155;10-19;106;2021-03-22
157;10-19;718;2021-03-22
159;10-19;675;2021-03-22
161;10-19;229;2021-03-22
163;10-19;406;2021-03-22
165;10-19;383;2021-03-22
167;10-19;643;2021-03-22
169;10-19;677;2021-03-22
173;10-19;425;2021-03-22
175;10-19;457;2021-03-22
183;10-19;443;2021-03-22
185;10-19;442;2021-03-22
187;10-19;233;2021-03-22
190;10-19;330;2021-03-22
201;10-19;151;2021-03-22
210;10-19;295;2021-03-22
217;10-19;474;2021-03-22
219;10-19;335;2021-03-22
223;10-19;161;2021-03-22
230;10-19;510;2021-03-22
240;10-19;341;2021-03-22
250;10-19;210;2021-03-22
253;10-19;478;2021-03-22
259;10-19;495;2021-03-22
260;10-19;99;2021-03-22
265;10-19;550;2021-03-22
269;10-19;286;2021-03-22
270;10-19;238;2021-03-22
306;10-19;151;2021-03-22
316;10-19;385;2021-03-22
320;10-19;173;2021-03-22
326;10-19;290;2021-03-22
329;10-19;207;2021-03-22
330;10-19;701;2021-03-22
336;10-19;116;2021-03-22
340;10-19;103;2021-03-22
350;10-19;180;2021-03-22
360;10-19;149;2021-03-22
370;10-19;453;2021-03-22
376;10-19;198;2021-03-22
390;10-19;221;2021-03-22
400;10-19;87;2021-03-22
410;10-19;151;2021-03-22
420;10-19;103;2021-03-22
430;10-19;159;2021-03-22
440;10-19;128;2021-03-22
450;10-19;134;2021-03-22
461;10-19;1323;2021-03-22
479;10-19;214;2021-03-22
480;10-19;122;2021-03-22
482;10-19;23;2021-03-22
492;10-19;5;2021-03-22
510;10-19;197;2021-03-22
530;10-19;100;2021-03-22
540;10-19;376;2021-03-22
550;10-19;177;2021-03-22
561;10-19;498;2021-03-22
563;10-19;7;2021-03-22
573;10-19;173;2021-03-22
575;10-19;141;2021-03-22
580;10-19;194;2021-03-22
607;10-19;206;2021-03-22
615;10-19;378;2021-03-22
621;10-19;494;2021-03-22
630;10-19;564;2021-03-22
657;10-19;286;2021-03-22
661;10-19;310;2021-03-22
665;10-19;54;2021-03-22
671;10-19;141;2021-03-22
706;10-19;104;2021-03-22
707;10-19;91;2021-03-22
710;10-19;221;2021-03-22
727;10-19;128;2021-03-22
730;10-19;484;2021-03-22
740;10-19;506;2021-03-22
741;10-19;7;2021-03-22
746;10-19;332;2021-03-22
751;10-19;2413;2021-03-22
756;10-19;180;2021-03-22
760;10-19;149;2021-03-22
766;10-19;211;2021-03-22
773;10-19;60;2021-03-22
779;10-19;140;2021-03-22
787;10-19;152;2021-03-22
791;10-19;333;2021-03-22
810;10-19;141;2021-03-22
813;10-19;212;2021-03-22
820;10-19;107;2021-03-22
825;10-19;1;2021-03-22
840;10-19;129;2021-03-22
846;10-19;140;2021-03-22
849;10-19;148;2021-03-22
851;10-19;1044;2021-03-22
860;10-19;203;2021-03-22
;20-29;411;2021-03-22
011;20-29;98;2021-03-22
019;20-29;10;2021-03-22
101;20-29;12190;2021-03-22
147;20-29;1557;2021-03-22
151;20-29;417;2021-03-22
153;20-29;455;2021-03-22
155;20-29;60;2021-03-22
157;20-29;428;2021-03-22
159;20-29;674;2021-03-22
161;20-29;245;2021-03-22
163;20-29;273;2021-03-22
165;20-29;322;2021-03-22
167;20-29;548;2021-03-22
169;20-29;628;2021-03-22
173;20-29;406;2021-03-22
175;20-29;435;2021-03-22
183;20-29;379;2021-03-22
185;20-29;303;2021-03-22
187;20-29;173;2021-03-22
190;20-29;205;2021-03-22
201;20-29;88;2021-03-22
210;20-29;228;2021-03-22
217;20-29;363;2021-03-22
219;20-29;310;2021-03-22
223;20-29;72;2021-03-22
230;20-29;258;2021-03-22
240;20-29;198;2021-03-22
250;20-29;201;2021-03-22
253;20-29;370;2021-03-22
259;20-29;416;2021-03-22
260;20-29;109;2021-03-22
265;20-29;629;2021-03-22
269;20-29;121;2021-03-22
270;20-29;131;2021-03-22
306;20-29;87;2021-03-22
316;20-29;309;2021-03-22
320;20-29;143;2021-03-22
326;20-29;152;2021-03-22
329;20-29;218;2021-03-22
330;20-29;517;2021-03-22
336;20-29;74;2021-03-22
340;20-29;95;2021-03-22
350;20-29;101;2021-03-22
360;20-29;92;2021-03-22
370;20-29;407;2021-03-22
376;20-29;189;2021-03-22
390;20-29;119;2021-03-22
400;20-29;52;2021-03-22
410;20-29;79;2021-03-22
420;20-29;73;2021-03-22
430;20-29;121;2021-03-22
440;20-29;58;2021-03-22
450;20-29;90;2021-03-22
461;20-29;1959;2021-03-22
479;20-29;141;2021-03-22
480;20-29;73;2021-03-22
482;20-29;10;2021-03-22
492;20-29;4;2021-03-22
510;20-29;180;2021-03-22
530;20-29;75;2021-03-22
540;20-29;238;2021-03-22
550;20-29;81;2021-03-22
561;20-29;517;2021-03-22
563;20-29;2;2021-03-22
573;20-29;159;2021-03-22
575;20-29;131;2021-03-22
580;20-29;158;2021-03-22
607;20-29;184;2021-03-22
615;20-29;480;2021-03-22
621;20-29;471;2021-03-22
630;20-29;590;2021-03-22
657;20-29;313;2021-03-22
661;20-29;261;2021-03-22
665;20-29;44;2021-03-22
671;20-29;71;2021-03-22
706;20-29;80;2021-03-22
707;20-29;82;2021-03-22
710;20-29;123;2021-03-22
727;20-29;36;2021-03-22
730;20-29;426;2021-03-22
740;20-29;322;2021-03-22
741;20-29;4;2021-03-22
746;20-29;181;2021-03-22
751;20-29;4626;2021-03-22
756;20-29;126;2021-03-22
760;20-29;166;2021-03-22
766;20-29;144;2021-03-22
773;20-29;73;2021-03-22
779;20-29;130;2021-03-22
787;20-29;138;2021-03-22
791;20-29;230;2021-03-22
810;20-29;101;2021-03-22
813;20-29;155;2021-03-22
820;20-29;99;2021-03-22
825;20-29;3;2021-03-22
840;20-29;53;2021-03-22
846;20-29;133;2021-03-22
849;20-29;94;2021-03-22
851;20-29;1848;2021-03-22
860;20-29;152;2021-03-22
;30-39;356;2021-03-22
011;30-39;189;2021-03-22
012;30-39;1;2021-03-22
019;30-39;23;2021-03-22
101;30-39;7209;2021-03-22
147;30-39;917;2021-03-22
151;30-39;386;2021-03-22
153;30-39;429;2021-03-22
155;30-39;79;2021-03-22
157;30-39;348;2021-03-22
159;30-39;608;2021-03-22
161;30-39;268;2021-03-22
163;30-39;290;2021-03-22
165;30-39;293;2021-03-22
167;30-39;521;2021-03-22
169;30-39;618;2021-03-22
173;30-39;288;2021-03-22
175;30-39;390;2021-03-22
183;30-39;378;2021-03-22
185;30-39;329;2021-03-22
187;30-39;234;2021-03-22
190;30-39;227;2021-03-22
201;30-39;99;2021-03-22
210;30-39;219;2021-03-22
217;30-39;334;2021-03-22
219;30-39;284;2021-03-22
223;30-39;76;2021-03-22
230;30-39;233;2021-03-22
240;30-39;282;2021-03-22
250;30-39;163;2021-03-22
253;30-39;353;2021-03-22
259;30-39;357;2021-03-22
260;30-39;102;2021-03-22
265;30-39;521;2021-03-22
269;30-39;170;2021-03-22
270;30-39;152;2021-03-22
306;30-39;80;2021-03-22
316;30-39;308;2021-03-22
320;30-39;152;2021-03-22
326;30-39;148;2021-03-22
329;30-39;180;2021-03-22
330;30-39;446;2021-03-22
336;30-39;89;2021-03-22
340;30-39;103;2021-03-22
350;30-39;157;2021-03-22
360;30-39;101;2021-03-22
370;30-39;337;2021-03-22
376;30-39;198;2021-03-22
390;30-39;134;2021-03-22
400;30-39;70;2021-03-22
410;30-39;80;2021-03-22
420;30-39;91;2021-03-22
430;30-39;115;2021-03-22
440;30-39;50;2021-03-22
450;30-39;104;2021-03-22
461;30-39;1000;2021-03-22
479;30-39;99;2021-03-22
480;30-39;66;2021-03-22
482;30-39;14;2021-03-22
492;30-39;1;2021-03-22
510;30-39;107;2021-03-22
530;30-39;85;2021-03-22
540;30-39;181;2021-03-22
550;30-39;69;2021-03-22
561;30-39;367;2021-03-22
563;30-39;5;2021-03-22
573;30-39;151;2021-03-22
575;30-39;130;2021-03-22
580;30-39;149;2021-03-22
607;30-39;156;2021-03-22
615;30-39;380;2021-03-22
621;30-39;494;2021-03-22
630;30-39;544;2021-03-22
657;30-39;324;2021-03-22
661;30-39;219;2021-03-22
665;30-39;49;2021-03-22
671;30-39;78;2021-03-22
706;30-39;81;2021-03-22
707;30-39;74;2021-03-22
710;30-39;163;2021-03-22
727;30-39;57;2021-03-22
730;30-39;341;2021-03-22
740;30-39;326;2021-03-22
741;30-39;6;2021-03-22
746;30-39;253;2021-03-22
751;30-39;1971;2021-03-22
756;30-39;122;2021-03-22
760;30-39;130;2021-03-22
766;30-39;124;2021-03-22
773;30-39;43;2021-03-22
779;30-39;105;2021-03-22
787;30-39;124;2021-03-22
791;30-39;236;2021-03-22
810;30-39;128;2021-03-22
813;30-39;152;2021-03-22
820;30-39;109;2021-03-22
840;30-39;97;2021-03-22
846;30-39;119;2021-03-22
849;30-39;118;2021-03-22
851;30-39;780;2021-03-22
860;30-39;173;2021-03-22
961;30-39;1;2021-03-22
;40-49;312;2021-03-22
011;40-49;181;2021-03-22
012;40-49;1;2021-03-22
019;40-49;16;2021-03-22
101;40-49;5124;2021-03-22
147;40-49;796;2021-03-22
151;40-49;483;2021-03-22
153;40-49;437;2021-03-22
155;40-49;106;2021-03-22
157;40-49;574;2021-03-22
159;40-49;616;2021-03-22
161;40-49;226;2021-03-22
163;40-49;346;2021-03-22
165;40-49;352;2021-03-22
167;40-49;584;2021-03-22
169;40-49;612;2021-03-22
173;40-49;382;2021-03-22
175;40-49;455;2021-03-22
183;40-49;378;2021-03-22
185;40-49;473;2021-03-22
187;40-49;223;2021-03-22
190;40-49;276;2021-03-22
201;40-49;136;2021-03-22
210;40-49;284;2021-03-22
217;40-49;460;2021-03-22
219;40-49;323;2021-03-22
223;40-49;135;2021-03-22
230;40-49;381;2021-03-22
240;40-49;399;2021-03-22
250;40-49;256;2021-03-22
253;40-49;491;2021-03-22
259;40-49;470;2021-03-22
260;40-49;119;2021-03-22
265;40-49;554;2021-03-22
269;40-49;221;2021-03-22
270;40-49;234;2021-03-22
306;40-49;130;2021-03-22
316;40-49;421;2021-03-22
320;40-49;220;2021-03-22
326;40-49;215;2021-03-22
329;40-49;261;2021-03-22
330;40-49;602;2021-03-22
336;40-49;138;2021-03-22
340;40-49;165;2021-03-22
350;40-49;199;2021-03-22
360;40-49;165;2021-03-22
370;40-49;440;2021-03-22
376;40-49;230;2021-03-22
390;40-49;196;2021-03-22
400;40-49;96;2021-03-22
410;40-49;135;2021-03-22
420;40-49;104;2021-03-22
430;40-49;151;2021-03-22
440;40-49;86;2021-03-22
450;40-49;133;2021-03-22
461;40-49;922;2021-03-22
479;40-49;206;2021-03-22
480;40-49;97;2021-03-22
482;40-49;17;2021-03-22
492;40-49;5;2021-03-22
510;40-49;149;2021-03-22
530;40-49;101;2021-03-22
540;40-49;321;2021-03-22
550;40-49;106;2021-03-22
561;40-49;468;2021-03-22
563;40-49;11;2021-03-22
573;40-49;161;2021-03-22
575;40-49;175;2021-03-22
580;40-49;158;2021-03-22
607;40-49;196;2021-03-22
615;40-49;438;2021-03-22
621;40-49;487;2021-03-22
630;40-49;515;2021-03-22
657;40-49;319;2021-03-22
661;40-49;292;2021-03-22
665;40-49;43;2021-03-22
671;40-49;106;2021-03-22
706;40-49;115;2021-03-22
707;40-49;91;2021-03-22
710;40-49;194;2021-03-22
727;40-49;90;2021-03-22
730;40-49;401;2021-03-22
740;40-49;412;2021-03-22
741;40-49;8;2021-03-22
746;40-49;344;2021-03-22
751;40-49;1714;2021-03-22
756;40-49;153;2021-03-22
760;40-49;144;2021-03-22
766;40-49;199;2021-03-22
773;40-49;84;2021-03-22
779;40-49;129;2021-03-22
787;40-49;137;2021-03-22
791;40-49;316;2021-03-22
810;40-49;137;2021-03-22
813;40-49;169;2021-03-22
820;40-49;98;2021-03-22
825;40-49;5;2021-03-22
840;40-49;105;2021-03-22
846;40-49;146;2021-03-22
849;40-49;150;2021-03-22
851;40-49;800;2021-03-22
860;40-49;195;2021-03-22
;50-59;220;2021-03-22
011;50-59;100;2021-03-22
012;50-59;2;2021-03-22
019;50-59;7;2021-03-22
101;50-59;4265;2021-03-22
147;50-59;688;2021-03-22
151;50-59;502;2021-03-22
153;50-59;393;2021-03-22
155;50-59;128;2021-03-22
157;50-59;603;2021-03-22
159;50-59;627;2021-03-22
161;50-59;198;2021-03-22
163;50-59;314;2021-03-22
165;50-59;293;2021-03-22
167;50-59;478;2021-03-22
169;50-59;499;2021-03-22
173;50-59;375;2021-03-22
175;50-59;367;2021-03-22
183;50-59;317;2021-03-22
185;50-59;362;2021-03-22
187;50-59;165;2021-03-22
190;50-59;289;2021-03-22
201;50-59;172;2021-03-22
210;50-59;318;2021-03-22
217;50-59;556;2021-03-22
219;50-59;383;2021-03-22
223;50-59;201;2021-03-22
230;50-59;461;2021-03-22
240;50-59;393;2021-03-22
250;50-59;292;2021-03-22
253;50-59;452;2021-03-22
259;50-59;519;2021-03-22
260;50-59;161;2021-03-22
265;50-59;556;2021-03-22
269;50-59;204;2021-03-22
270;50-59;288;2021-03-22
306;50-59;146;2021-03-22
316;50-59;453;2021-03-22
320;50-59;255;2021-03-22
326;50-59;242;2021-03-22
329;50-59;236;2021-03-22
330;50-59;554;2021-03-22
336;50-59;135;2021-03-22
340;50-59;139;2021-03-22
350;50-59;198;2021-03-22
360;50-59;161;2021-03-22
370;50-59;512;2021-03-22
376;50-59;283;2021-03-22
390;50-59;202;2021-03-22
400;50-59;97;2021-03-22
410;50-59;155;2021-03-22
420;50-59;115;2021-03-22
430;50-59;178;2021-03-22
440;50-59;105;2021-03-22
450;50-59;145;2021-03-22
461;50-59;895;2021-03-22
479;50-59;206;2021-03-22
480;50-59;95;2021-03-22
482;50-59;28;2021-03-22
492;50-59;11;2021-03-22
510;50-59;154;2021-03-22
530;50-59;92;2021-03-22
540;50-59;259;2021-03-22
550;50-59;112;2021-03-22
561;50-59;498;2021-03-22
573;50-59;179;2021-03-22
575;50-59;153;2021-03-22
580;50-59;222;2021-03-22
607;50-59;198;2021-03-22
615;50-59;398;2021-03-22
621;50-59;400;2021-03-22
630;50-59;483;2021-03-22
657;50-59;349;2021-03-22
661;50-59;308;2021-03-22
665;50-59;90;2021-03-22
671;50-59;125;2021-03-22
706;50-59;127;2021-03-22
707;50-59;129;2021-03-22
710;50-59;198;2021-03-22
727;50-59;100;2021-03-22
730;50-59;453;2021-03-22
740;50-59;350;2021-03-22
741;50-59;15;2021-03-22
746;50-59;297;2021-03-22
751;50-59;1690;2021-03-22
756;50-59;167;2021-03-22
760;50-59;188;2021-03-22
766;50-59;196;2021-03-22
773;50-59;107;2021-03-22
779;50-59;141;2021-03-22
787;50-59;175;2021-03-22
791;50-59;312;2021-03-22
810;50-59;173;2021-03-22
813;50-59;283;2021-03-22
820;50-59;113;2021-03-22
825;50-59;6;2021-03-22
840;50-59;105;2021-03-22
846;50-59;160;2021-03-22
849;50-59;178;2021-03-22
851;50-59;768;2021-03-22
860;50-59;252;2021-03-22
;60-69;98;2021-03-22
011;60-69;16;2021-03-22
019;60-69;1;2021-03-22
101;60-69;2121;2021-03-22
147;60-69;360;2021-03-22
151;60-69;220;2021-03-22
153;60-69;249;2021-03-22
155;60-69;73;2021-03-22
157;60-69;352;2021-03-22
159;60-69;338;2021-03-22
161;60-69;109;2021-03-22
163;60-69;180;2021-03-22
165;60-69;162;2021-03-22
167;60-69;277;2021-03-22
169;60-69;252;2021-03-22
173;60-69;203;2021-03-22
175;60-69;225;2021-03-22
183;60-69;143;2021-03-22
185;60-69;208;2021-03-22
187;60-69;75;2021-03-22
190;60-69;131;2021-03-22
201;60-69;76;2021-03-22
210;60-69;181;2021-03-22
217;60-69;331;2021-03-22
219;60-69;213;2021-03-22
223;60-69;111;2021-03-22
230;60-69;220;2021-03-22
240;60-69;166;2021-03-22
250;60-69;143;2021-03-22
253;60-69;205;2021-03-22
259;60-69;197;2021-03-22
260;60-69;115;2021-03-22
265;60-69;287;2021-03-22
269;60-69;96;2021-03-22
270;60-69;178;2021-03-22
306;60-69;120;2021-03-22
316;60-69;283;2021-03-22
320;60-69;128;2021-03-22
326;60-69;169;2021-03-22
329;60-69;105;2021-03-22
330;60-69;292;2021-03-22
336;60-69;77;2021-03-22
340;60-69;106;2021-03-22
350;60-69;92;2021-03-22
360;60-69;134;2021-03-22
370;60-69;303;2021-03-22
376;60-69;201;2021-03-22
390;60-69;133;2021-03-22
400;60-69;69;2021-03-22
410;60-69;92;2021-03-22
420;60-69;58;2021-03-22
430;60-69;93;2021-03-22
440;60-69;65;2021-03-22
450;60-69;90;2021-03-22
461;60-69;457;2021-03-22
479;60-69;124;2021-03-22
480;60-69;62;2021-03-22
482;60-69;28;2021-03-22
492;60-69;4;2021-03-22
510;60-69;86;2021-03-22
530;60-69;50;2021-03-22
540;60-69;123;2021-03-22
550;60-69;70;2021-03-22
561;60-69;267;2021-03-22
563;60-69;7;2021-03-22
573;60-69;129;2021-03-22
575;60-69;88;2021-03-22
580;60-69;119;2021-03-22
607;60-69;114;2021-03-22
615;60-69;183;2021-03-22
621;60-69;255;2021-03-22
630;60-69;252;2021-03-22
657;60-69;217;2021-03-22
661;60-69;198;2021-03-22
665;60-69;45;2021-03-22
671;60-69;81;2021-03-22
706;60-69;78;2021-03-22
707;60-69;82;2021-03-22
710;60-69;81;2021-03-22
727;60-69;56;2021-03-22
730;60-69;239;2021-03-22
740;60-69;193;2021-03-22
741;60-69;24;2021-03-22
746;60-69;165;2021-03-22
751;60-69;955;2021-03-22
756;60-69;98;2021-03-22
760;60-69;109;2021-03-22
766;60-69;104;2021-03-22
773;60-69;59;2021-03-22
779;60-69;80;2021-03-22
787;60-69;155;2021-03-22
791;60-69;171;2021-03-22
810;60-69;91;2021-03-22
813;60-69;167;2021-03-22
820;60-69;93;2021-03-22
825;60-69;3;2021-03-22
840;60-69;68;2021-03-22
846;60-69;127;2021-03-22
849;60-69;127;2021-03-22
851;60-69;472;2021-03-22
860;60-69;151;2021-03-22
;70-79;26;2021-03-22
011;70-79;2;2021-03-22
101;70-79;1196;2021-03-22
147;70-79;320;2021-03-22
151;70-79;157;2021-03-22
153;70-79;148;2021-03-22
155;70-79;42;2021-03-22
157;70-79;211;2021-03-22
159;70-79;176;2021-03-22
161;70-79;74;2021-03-22
163;70-79;97;2021-03-22
165;70-79;94;2021-03-22
167;70-79;112;2021-03-22
169;70-79;163;2021-03-22
173;70-79;138;2021-03-22
175;70-79;98;2021-03-22
183;70-79;99;2021-03-22
185;70-79;139;2021-03-22
187;70-79;64;2021-03-22
190;70-79;84;2021-03-22
201;70-79;62;2021-03-22
210;70-79;125;2021-03-22
217;70-79;224;2021-03-22
219;70-79;134;2021-03-22
223;70-79;85;2021-03-22
230;70-79;139;2021-03-22
240;70-79;162;2021-03-22
250;70-79;99;2021-03-22
253;70-79;135;2021-03-22
259;70-79;172;2021-03-22
260;70-79;66;2021-03-22
265;70-79;189;2021-03-22
269;70-79;70;2021-03-22
270;70-79;126;2021-03-22
306;70-79;82;2021-03-22
316;70-79;132;2021-03-22
320;70-79;73;2021-03-22
326;70-79;117;2021-03-22
329;70-79;46;2021-03-22
330;70-79;213;2021-03-22
336;70-79;68;2021-03-22
340;70-79;47;2021-03-22
350;70-79;60;2021-03-22
360;70-79;81;2021-03-22
370;70-79;198;2021-03-22
376;70-79;144;2021-03-22
390;70-79;77;2021-03-22
400;70-79;80;2021-03-22
410;70-79;47;2021-03-22
420;70-79;28;2021-03-22
430;70-79;65;2021-03-22
440;70-79;29;2021-03-22
450;70-79;62;2021-03-22
461;70-79;254;2021-03-22
479;70-79;83;2021-03-22
480;70-79;37;2021-03-22
482;70-79;15;2021-03-22
492;70-79;6;2021-03-22
510;70-79;42;2021-03-22
530;70-79;54;2021-03-22
540;70-79;79;2021-03-22
550;70-79;41;2021-03-22
561;70-79;180;2021-03-22
563;70-79;11;2021-03-22
573;70-79;86;2021-03-22
575;70-79;51;2021-03-22
580;70-79;85;2021-03-22
607;70-79;68;2021-03-22
615;70-79;126;2021-03-22
621;70-79;131;2021-03-22
630;70-79;156;2021-03-22
657;70-79;99;2021-03-22
661;70-79;118;2021-03-22
665;70-79;31;2021-03-22
671;70-79;44;2021-03-22
706;70-79;62;2021-03-22
707;70-79;48;2021-03-22
710;70-79;57;2021-03-22
727;70-79;33;2021-03-22
730;70-79;131;2021-03-22
740;70-79;139;2021-03-22
741;70-79;10;2021-03-22
746;70-79;113;2021-03-22
751;70-79;466;2021-03-22
756;70-79;63;2021-03-22
760;70-79;63;2021-03-22
766;70-79;61;2021-03-22
773;70-79;53;2021-03-22
779;70-79;65;2021-03-22
787;70-79;91;2021-03-22
791;70-79;98;2021-03-22
810;70-79;86;2021-03-22
813;70-79;104;2021-03-22
820;70-79;50;2021-03-22
825;70-79;2;2021-03-22
840;70-79;37;2021-03-22
846;70-79;73;2021-03-22
849;70-79;64;2021-03-22
851;70-79;299;2021-03-22
860;70-79;100;2021-03-22
;80-89;10;2021-03-22
101;80-89;586;2021-03-22
147;80-89;254;2021-03-22
151;80-89;156;2021-03-22
153;80-89;82;2021-03-22
155;80-89;18;2021-03-22
157;80-89;121;2021-03-22
159;80-89;141;2021-03-22
161;80-89;57;2021-03-22
163;80-89;89;2021-03-22
165;80-89;27;2021-03-22
167;80-89;84;2021-03-22
169;80-89;80;2021-03-22
173;80-89;99;2021-03-22
175;80-89;71;2021-03-22
183;80-89;32;2021-03-22
185;80-89;79;2021-03-22
187;80-89;31;2021-03-22
190;80-89;84;2021-03-22
201;80-89;43;2021-03-22
210;80-89;74;2021-03-22
217;80-89;108;2021-03-22
219;80-89;76;2021-03-22
223;80-89;41;2021-03-22
230;80-89;98;2021-03-22
240;80-89;78;2021-03-22
250;80-89;64;2021-03-22
253;80-89;69;2021-03-22
259;80-89;56;2021-03-22
260;80-89;22;2021-03-22
265;80-89;103;2021-03-22
269;80-89;17;2021-03-22
270;80-89;61;2021-03-22
306;80-89;38;2021-03-22
316;80-89;74;2021-03-22
320;80-89;28;2021-03-22
326;80-89;58;2021-03-22
329;80-89;33;2021-03-22
330;80-89;129;2021-03-22
336;80-89;37;2021-03-22
340;80-89;23;2021-03-22
350;80-89;32;2021-03-22
360;80-89;54;2021-03-22
370;80-89;102;2021-03-22
376;80-89;82;2021-03-22
390;80-89;26;2021-03-22
400;80-89;28;2021-03-22
410;80-89;23;2021-03-22
420;80-89;14;2021-03-22
430;80-89;35;2021-03-22
440;80-89;22;2021-03-22
450;80-89;38;2021-03-22
461;80-89;109;2021-03-22
479;80-89;46;2021-03-22
480;80-89;13;2021-03-22
482;80-89;3;2021-03-22
492;80-89;2;2021-03-22
510;80-89;21;2021-03-22
530;80-89;17;2021-03-22
540;80-89;41;2021-03-22
550;80-89;14;2021-03-22
561;80-89;96;2021-03-22
563;80-89;1;2021-03-22
573;80-89;40;2021-03-22
575;80-89;18;2021-03-22
580;80-89;31;2021-03-22
607;80-89;40;2021-03-22
615;80-89;60;2021-03-22
621;80-89;50;2021-03-22
630;80-89;43;2021-03-22
657;80-89;64;2021-03-22
661;80-89;70;2021-03-22
665;80-89;6;2021-03-22
671;80-89;24;2021-03-22
706;80-89;34;2021-03-22
707;80-89;22;2021-03-22
710;80-89;20;2021-03-22
727;80-89;19;2021-03-22
730;80-89;46;2021-03-22
740;80-89;45;2021-03-22
741;80-89;4;2021-03-22
746;80-89;69;2021-03-22
751;80-89;252;2021-03-22
756;80-89;33;2021-03-22
760;80-89;30;2021-03-22
766;80-89;30;2021-03-22
773;80-89;18;2021-03-22
779;80-89;18;2021-03-22
787;80-89;48;2021-03-22
791;80-89;41;2021-03-22
810;80-89;24;2021-03-22
813;80-89;52;2021-03-22
820;80-89;22;2021-03-22
840;80-89;26;2021-03-22
846;80-89;44;2021-03-22
849;80-89;27;2021-03-22
851;80-89;130;2021-03-22
860;80-89;49;2021-03-22
;90+;5;2021-03-22
101;90+;226;2021-03-22
147;90+;113;2021-03-22
151;90+;24;2021-03-22
153;90+;19;2021-03-22
155;90+;7;2021-03-22
157;90+;59;2021-03-22
159;90+;51;2021-03-22
161;90+;26;2021-03-22
163;90+;36;2021-03-22
165;90+;5;2021-03-22
167;90+;21;2021-03-22
169;90+;28;2021-03-22
173;90+;64;2021-03-22
175;90+;28;2021-03-22
183;90+;5;2021-03-22
185;90+;36;2021-03-22
187;90+;11;2021-03-22
190;90+;38;2021-03-22
201;90+;18;2021-03-22
210;90+;26;2021-03-22
217;90+;26;2021-03-22
219;90+;12;2021-03-22
223;90+;17;2021-03-22
