"Region";"Aldersgruppe";"Bekræftede tilfælde";"Døde";"Indlagte på intensiv afdeling";"Indlagte";"Dato"
;0-9;3;0;0;0;09/04/2021
Hovedstaden;0-9;184;0;1;2;09/04/2021
Midtjylland;0-9;77;0;0;0;09/04/2021
Nordjylland;0-9;20;0;0;1;09/04/2021
Sjælland;0-9;37;0;0;0;09/04/2021
Syddanmark;0-9;71;0;0;0;09/04/2021
;10-19;5;0;0;0;09/04/2021
Hovedstaden;10-19;382;0;0;0;09/04/2021
Midtjylland;10-19;182;0;0;0;09/04/2021
Nordjylland;10-19;107;0;1;2;09/04/2021
Sjælland;10-19;73;0;0;0;09/04/2021
Syddanmark;10-19;122;0;0;0;09/04/2021
;20-29;11;0;0;1;09/04/2021
Hovedstaden;20-29;418;0;2;2;09/04/2021
Midtjylland;20-29;97;0;0;2;09/04/2021
Nordjylland;20-29;67;0;1;1;09/04/2021
Sjælland;20-29;81;0;1;1;09/04/2021
Syddanmark;20-29;108;0;0;0;09/04/2021
;30-39;22;0;0;0;09/04/2021
Hovedstaden;30-39;331;0;4;5;09/04/2021
Midtjylland;30-39;120;0;0;2;09/04/2021
Nordjylland;30-39;37;0;0;0;09/04/2021
Sjælland;30-39;66;0;0;1;09/04/2021
Syddanmark;30-39;85;0;0;2;09/04/2021
;40-49;10;0;1;2;09/04/2021
Hovedstaden;40-49;337;0;5;11;09/04/2021
Midtjylland;40-49;106;0;1;2;09/04/2021
Nordjylland;40-49;35;0;0;0;09/04/2021
Sjælland;40-49;74;0;1;3;09/04/2021
Syddanmark;40-49;90;0;1;2;09/04/2021
;50-59;9;0;1;1;09/04/2021
Hovedstaden;50-59;260;0;5;8;09/04/2021
Midtjylland;50-59;80;0;1;2;09/04/2021
Nordjylland;50-59;53;0;0;0;09/04/2021
Sjælland;50-59;80;0;1;1;09/04/2021
Syddanmark;50-59;71;0;1;3;09/04/2021
;60-69;4;0;0;0;09/04/2021
Hovedstaden;60-69;116;0;2;4;09/04/2021
Midtjylland;60-69;46;0;6;6;09/04/2021
Nordjylland;60-69;16;0;1;1;09/04/2021
Sjælland;60-69;38;0;1;1;09/04/2021
Syddanmark;60-69;57;0;0;1;09/04/2021
;70-79;1;0;0;1;09/04/2021
Hovedstaden;70-79;69;0;6;10;09/04/2021
Midtjylland;70-79;20;0;3;4;09/04/2021
Nordjylland;70-79;8;0;1;1;09/04/2021
Sjælland;70-79;14;0;1;1;09/04/2021
Syddanmark;70-79;29;0;3;4;09/04/2021
Hovedstaden;80-89;17;0;4;5;09/04/2021
Midtjylland;80-89;3;0;1;1;09/04/2021
Nordjylland;80-89;1;0;0;0;09/04/2021
Sjælland;80-89;4;0;0;0;09/04/2021
Syddanmark;80-89;12;0;1;1;09/04/2021
Hovedstaden;90+;1;0;0;0;09/04/2021
Nordjylland;90+;1;0;1;1;09/04/2021
Syddanmark;90+;1;0;0;0;09/04/2021
