"Kommune";"Aldersgruppe";"Bekræftede tilfælde";"Dagsdato"
400;10-19;84;2021-03-11
410;10-19;144;2021-03-11
420;10-19;102;2021-03-11
430;10-19;140;2021-03-11
440;10-19;118;2021-03-11
450;10-19;130;2021-03-11
461;10-19;1256;2021-03-11
479;10-19;203;2021-03-11
480;10-19;110;2021-03-11
482;10-19;23;2021-03-11
492;10-19;5;2021-03-11
510;10-19;173;2021-03-11
530;10-19;89;2021-03-11
540;10-19;371;2021-03-11
550;10-19;164;2021-03-11
561;10-19;427;2021-03-11
563;10-19;7;2021-03-11
573;10-19;173;2021-03-11
575;10-19;134;2021-03-11
580;10-19;181;2021-03-11
607;10-19;200;2021-03-11
615;10-19;363;2021-03-11
621;10-19;458;2021-03-11
630;10-19;501;2021-03-11
657;10-19;278;2021-03-11
661;10-19;302;2021-03-11
665;10-19;52;2021-03-11
671;10-19;137;2021-03-11
706;10-19;101;2021-03-11
707;10-19;89;2021-03-11
710;10-19;211;2021-03-11
727;10-19;124;2021-03-11
730;10-19;434;2021-03-11
740;10-19;495;2021-03-11
741;10-19;7;2021-03-11
746;10-19;327;2021-03-11
751;10-19;2365;2021-03-11
756;10-19;176;2021-03-11
760;10-19;144;2021-03-11
766;10-19;197;2021-03-11
773;10-19;56;2021-03-11
779;10-19;135;2021-03-11
787;10-19;143;2021-03-11
791;10-19;316;2021-03-11
810;10-19;140;2021-03-11
813;10-19;208;2021-03-11
820;10-19;98;2021-03-11
825;10-19;1;2021-03-11
840;10-19;118;2021-03-11
846;10-19;130;2021-03-11
849;10-19;147;2021-03-11
851;10-19;1009;2021-03-11
860;10-19;200;2021-03-11
;20-29;385;2021-03-11
011;20-29;96;2021-03-11
019;20-29;10;2021-03-11
101;20-29;11913;2021-03-11
147;20-29;1535;2021-03-11
151;20-29;399;2021-03-11
153;20-29;433;2021-03-11
155;20-29;57;2021-03-11
157;20-29;421;2021-03-11
159;20-29;645;2021-03-11
161;20-29;238;2021-03-11
163;20-29;269;2021-03-11
165;20-29;307;2021-03-11
167;20-29;535;2021-03-11
169;20-29;591;2021-03-11
173;20-29;401;2021-03-11
175;20-29;429;2021-03-11
183;20-29;351;2021-03-11
185;20-29;292;2021-03-11
187;20-29;169;2021-03-11
190;20-29;194;2021-03-11
201;20-29;81;2021-03-11
210;20-29;216;2021-03-11
217;20-29;349;2021-03-11
219;20-29;296;2021-03-11
223;20-29;69;2021-03-11
230;20-29;253;2021-03-11
240;20-29;191;2021-03-11
250;20-29;194;2021-03-11
253;20-29;359;2021-03-11
259;20-29;405;2021-03-11
260;20-29;107;2021-03-11
265;20-29;614;2021-03-11
269;20-29;117;2021-03-11
270;20-29;126;2021-03-11
306;20-29;77;2021-03-11
316;20-29;296;2021-03-11
320;20-29;140;2021-03-11
326;20-29;147;2021-03-11
329;20-29;214;2021-03-11
330;20-29;499;2021-03-11
336;20-29;72;2021-03-11
340;20-29;91;2021-03-11
350;20-29;95;2021-03-11
360;20-29;86;2021-03-11
370;20-29;399;2021-03-11
376;20-29;181;2021-03-11
390;20-29;118;2021-03-11
400;20-29;51;2021-03-11
410;20-29;74;2021-03-11
420;20-29;70;2021-03-11
430;20-29;116;2021-03-11
440;20-29;50;2021-03-11
450;20-29;86;2021-03-11
461;20-29;1878;2021-03-11
479;20-29;137;2021-03-11
480;20-29;70;2021-03-11
482;20-29;10;2021-03-11
492;20-29;4;2021-03-11
510;20-29;156;2021-03-11
530;20-29;69;2021-03-11
540;20-29;237;2021-03-11
550;20-29;79;2021-03-11
561;20-29;456;2021-03-11
563;20-29;2;2021-03-11
573;20-29;156;2021-03-11
575;20-29;124;2021-03-11
580;20-29;147;2021-03-11
607;20-29;178;2021-03-11
615;20-29;470;2021-03-11
621;20-29;446;2021-03-11
630;20-29;528;2021-03-11
657;20-29;304;2021-03-11
661;20-29;252;2021-03-11
665;20-29;43;2021-03-11
671;20-29;71;2021-03-11
706;20-29;78;2021-03-11
707;20-29;78;2021-03-11
710;20-29;116;2021-03-11
727;20-29;35;2021-03-11
730;20-29;393;2021-03-11
740;20-29;308;2021-03-11
741;20-29;4;2021-03-11
746;20-29;174;2021-03-11
751;20-29;4530;2021-03-11
756;20-29;122;2021-03-11
760;20-29;160;2021-03-11
766;20-29;136;2021-03-11
773;20-29;72;2021-03-11
779;20-29;123;2021-03-11
787;20-29;133;2021-03-11
791;20-29;221;2021-03-11
810;20-29;100;2021-03-11
813;20-29;153;2021-03-11
820;20-29;92;2021-03-11
825;20-29;3;2021-03-11
840;20-29;50;2021-03-11
846;20-29;127;2021-03-11
849;20-29;91;2021-03-11
851;20-29;1783;2021-03-11
860;20-29;150;2021-03-11
;30-39;335;2021-03-11
011;30-39;170;2021-03-11
019;30-39;23;2021-03-11
101;30-39;7026;2021-03-11
147;30-39;900;2021-03-11
151;30-39;371;2021-03-11
153;30-39;409;2021-03-11
155;30-39;78;2021-03-11
157;30-39;346;2021-03-11
159;30-39;582;2021-03-11
161;30-39;254;2021-03-11
163;30-39;282;2021-03-11
165;30-39;284;2021-03-11
167;30-39;512;2021-03-11
169;30-39;586;2021-03-11
173;30-39;279;2021-03-11
175;30-39;379;2021-03-11
183;30-39;360;2021-03-11
185;30-39;321;2021-03-11
187;30-39;224;2021-03-11
190;30-39;212;2021-03-11
201;30-39;96;2021-03-11
210;30-39;205;2021-03-11
217;30-39;324;2021-03-11
219;30-39;275;2021-03-11
223;30-39;72;2021-03-11
230;30-39;227;2021-03-11
240;30-39;274;2021-03-11
250;30-39;158;2021-03-11
253;30-39;344;2021-03-11
259;30-39;350;2021-03-11
260;30-39;97;2021-03-11
265;30-39;506;2021-03-11
269;30-39;169;2021-03-11
270;30-39;148;2021-03-11
306;30-39;74;2021-03-11
316;30-39;289;2021-03-11
320;30-39;151;2021-03-11
326;30-39;146;2021-03-11
329;30-39;175;2021-03-11
330;30-39;428;2021-03-11
336;30-39;87;2021-03-11
340;30-39;102;2021-03-11
350;30-39;149;2021-03-11
360;30-39;99;2021-03-11
370;30-39;326;2021-03-11
376;30-39;190;2021-03-11
390;30-39;131;2021-03-11
400;30-39;70;2021-03-11
410;30-39;78;2021-03-11
420;30-39;86;2021-03-11
430;30-39;105;2021-03-11
440;30-39;44;2021-03-11
450;30-39;98;2021-03-11
461;30-39;944;2021-03-11
479;30-39;96;2021-03-11
480;30-39;65;2021-03-11
482;30-39;14;2021-03-11
492;30-39;1;2021-03-11
510;30-39;90;2021-03-11
530;30-39;70;2021-03-11
540;30-39;172;2021-03-11
550;30-39;66;2021-03-11
561;30-39;331;2021-03-11
563;30-39;5;2021-03-11
573;30-39;147;2021-03-11
575;30-39;125;2021-03-11
580;30-39;134;2021-03-11
607;30-39;149;2021-03-11
615;30-39;354;2021-03-11
621;30-39;463;2021-03-11
630;30-39;495;2021-03-11
657;30-39;309;2021-03-11
661;30-39;216;2021-03-11
665;30-39;49;2021-03-11
671;30-39;78;2021-03-11
706;30-39;81;2021-03-11
707;30-39;74;2021-03-11
710;30-39;161;2021-03-11
727;30-39;56;2021-03-11
730;30-39;315;2021-03-11
740;30-39;315;2021-03-11
741;30-39;6;2021-03-11
746;30-39;239;2021-03-11
751;30-39;1930;2021-03-11
756;30-39;112;2021-03-11
760;30-39;130;2021-03-11
766;30-39;117;2021-03-11
773;30-39;42;2021-03-11
779;30-39;103;2021-03-11
787;30-39;115;2021-03-11
791;30-39;229;2021-03-11
810;30-39;127;2021-03-11
813;30-39;151;2021-03-11
820;30-39;100;2021-03-11
840;30-39;94;2021-03-11
846;30-39;117;2021-03-11
849;30-39;114;2021-03-11
851;30-39;764;2021-03-11
860;30-39;166;2021-03-11
961;30-39;1;2021-03-11
;40-49;291;2021-03-11
011;40-49;159;2021-03-11
012;40-49;1;2021-03-11
019;40-49;15;2021-03-11
101;40-49;4983;2021-03-11
147;40-49;782;2021-03-11
151;40-49;463;2021-03-11
153;40-49;414;2021-03-11
155;40-49;104;2021-03-11
157;40-49;568;2021-03-11
159;40-49;592;2021-03-11
161;40-49;216;2021-03-11
163;40-49;333;2021-03-11
165;40-49;342;2021-03-11
167;40-49;577;2021-03-11
169;40-49;580;2021-03-11
173;40-49;374;2021-03-11
175;40-49;440;2021-03-11
183;40-49;368;2021-03-11
185;40-49;460;2021-03-11
187;40-49;214;2021-03-11
190;40-49;268;2021-03-11
201;40-49;134;2021-03-11
210;40-49;264;2021-03-11
217;40-49;441;2021-03-11
219;40-49;313;2021-03-11
223;40-49;130;2021-03-11
230;40-49;375;2021-03-11
240;40-49;393;2021-03-11
250;40-49;249;2021-03-11
253;40-49;483;2021-03-11
259;40-49;458;2021-03-11
260;40-49;118;2021-03-11
265;40-49;542;2021-03-11
269;40-49;216;2021-03-11
270;40-49;226;2021-03-11
306;40-49;122;2021-03-11
316;40-49;409;2021-03-11
320;40-49;216;2021-03-11
326;40-49;210;2021-03-11
329;40-49;250;2021-03-11
330;40-49;576;2021-03-11
336;40-49;135;2021-03-11
340;40-49;159;2021-03-11
350;40-49;188;2021-03-11
360;40-49;161;2021-03-11
370;40-49;423;2021-03-11
376;40-49;223;2021-03-11
390;40-49;195;2021-03-11
400;40-49;90;2021-03-11
410;40-49;128;2021-03-11
420;40-49;102;2021-03-11
430;40-49;141;2021-03-11
440;40-49;77;2021-03-11
450;40-49;128;2021-03-11
461;40-49;876;2021-03-11
479;40-49;200;2021-03-11
480;40-49;92;2021-03-11
482;40-49;17;2021-03-11
492;40-49;5;2021-03-11
510;40-49;135;2021-03-11
530;40-49;94;2021-03-11
540;40-49;314;2021-03-11
550;40-49;101;2021-03-11
561;40-49;421;2021-03-11
563;40-49;11;2021-03-11
573;40-49;158;2021-03-11
575;40-49;162;2021-03-11
580;40-49;146;2021-03-11
607;40-49;191;2021-03-11
615;40-49;417;2021-03-11
621;40-49;459;2021-03-11
630;40-49;475;2021-03-11
657;40-49;311;2021-03-11
661;40-49;289;2021-03-11
665;40-49;43;2021-03-11
671;40-49;103;2021-03-11
706;40-49;113;2021-03-11
707;40-49;91;2021-03-11
710;40-49;190;2021-03-11
727;40-49;89;2021-03-11
730;40-49;371;2021-03-11
740;40-49;404;2021-03-11
741;40-49;8;2021-03-11
746;40-49;335;2021-03-11
751;40-49;1692;2021-03-11
756;40-49;150;2021-03-11
760;40-49;138;2021-03-11
766;40-49;193;2021-03-11
773;40-49;84;2021-03-11
779;40-49;125;2021-03-11
787;40-49;132;2021-03-11
791;40-49;306;2021-03-11
810;40-49;136;2021-03-11
813;40-49;166;2021-03-11
820;40-49;93;2021-03-11
825;40-49;5;2021-03-11
840;40-49;99;2021-03-11
846;40-49;141;2021-03-11
849;40-49;146;2021-03-11
851;40-49;770;2021-03-11
860;40-49;192;2021-03-11
;50-59;208;2021-03-11
011;50-59;90;2021-03-11
012;50-59;2;2021-03-11
019;50-59;7;2021-03-11
101;50-59;4137;2021-03-11
147;50-59;676;2021-03-11
151;50-59;479;2021-03-11
153;50-59;377;2021-03-11
155;50-59;126;2021-03-11
157;50-59;594;2021-03-11
159;50-59;607;2021-03-11
161;50-59;197;2021-03-11
163;50-59;306;2021-03-11
165;50-59;284;2021-03-11
167;50-59;470;2021-03-11
169;50-59;481;2021-03-11
173;50-59;368;2021-03-11
175;50-59;358;2021-03-11
183;50-59;306;2021-03-11
185;50-59;351;2021-03-11
187;50-59;158;2021-03-11
190;50-59;274;2021-03-11
201;50-59;163;2021-03-11
210;50-59;310;2021-03-11
217;50-59;539;2021-03-11
219;50-59;373;2021-03-11
223;50-59;196;2021-03-11
230;50-59;455;2021-03-11
240;50-59;389;2021-03-11
250;50-59;282;2021-03-11
253;50-59;439;2021-03-11
259;50-59;504;2021-03-11
260;50-59;158;2021-03-11
265;50-59;540;2021-03-11
269;50-59;202;2021-03-11
270;50-59;279;2021-03-11
306;50-59;139;2021-03-11
316;50-59;444;2021-03-11
320;50-59;250;2021-03-11
326;50-59;239;2021-03-11
329;50-59;230;2021-03-11
330;50-59;530;2021-03-11
336;50-59;129;2021-03-11
340;50-59;134;2021-03-11
350;50-59;191;2021-03-11
360;50-59;159;2021-03-11
370;50-59;502;2021-03-11
376;50-59;280;2021-03-11
390;50-59;201;2021-03-11
400;50-59;96;2021-03-11
410;50-59;150;2021-03-11
420;50-59;109;2021-03-11
430;50-59;174;2021-03-11
440;50-59;101;2021-03-11
450;50-59;140;2021-03-11
461;50-59;859;2021-03-11
479;50-59;199;2021-03-11
480;50-59;87;2021-03-11
482;50-59;26;2021-03-11
492;50-59;11;2021-03-11
510;50-59;147;2021-03-11
530;50-59;90;2021-03-11
540;50-59;252;2021-03-11
550;50-59;108;2021-03-11
561;50-59;472;2021-03-11
573;50-59;175;2021-03-11
575;50-59;150;2021-03-11
580;50-59;216;2021-03-11
607;50-59;190;2021-03-11
615;50-59;387;2021-03-11
621;50-59;381;2021-03-11
630;50-59;448;2021-03-11
657;50-59;335;2021-03-11
661;50-59;302;2021-03-11
665;50-59;90;2021-03-11
671;50-59;125;2021-03-11
706;50-59;123;2021-03-11
707;50-59;124;2021-03-11
710;50-59;190;2021-03-11
727;50-59;99;2021-03-11
730;50-59;435;2021-03-11
740;50-59;334;2021-03-11
741;50-59;15;2021-03-11
746;50-59;287;2021-03-11
751;50-59;1662;2021-03-11
756;50-59;166;2021-03-11
760;50-59;183;2021-03-11
766;50-59;192;2021-03-11
773;50-59;104;2021-03-11
779;50-59;137;2021-03-11
787;50-59;170;2021-03-11
791;50-59;305;2021-03-11
810;50-59;170;2021-03-11
813;50-59;275;2021-03-11
820;50-59;110;2021-03-11
825;50-59;6;2021-03-11
840;50-59;98;2021-03-11
846;50-59;150;2021-03-11
849;50-59;171;2021-03-11
851;50-59;751;2021-03-11
860;50-59;249;2021-03-11
;60-69;96;2021-03-11
011;60-69;16;2021-03-11
019;60-69;1;2021-03-11
101;60-69;2069;2021-03-11
147;60-69;355;2021-03-11
151;60-69;209;2021-03-11
153;60-69;236;2021-03-11
155;60-69;68;2021-03-11
157;60-69;343;2021-03-11
159;60-69;324;2021-03-11
161;60-69;107;2021-03-11
163;60-69;179;2021-03-11
165;60-69;158;2021-03-11
167;60-69;271;2021-03-11
169;60-69;246;2021-03-11
173;60-69;203;2021-03-11
175;60-69;221;2021-03-11
183;60-69;138;2021-03-11
185;60-69;204;2021-03-11
187;60-69;70;2021-03-11
190;60-69;131;2021-03-11
201;60-69;75;2021-03-11
210;60-69;180;2021-03-11
217;60-69;323;2021-03-11
219;60-69;203;2021-03-11
223;60-69;107;2021-03-11
230;60-69;212;2021-03-11
240;60-69;163;2021-03-11
250;60-69;138;2021-03-11
253;60-69;197;2021-03-11
259;60-69;195;2021-03-11
260;60-69;114;2021-03-11
265;60-69;279;2021-03-11
269;60-69;96;2021-03-11
270;60-69;174;2021-03-11
306;60-69;117;2021-03-11
316;60-69;278;2021-03-11
320;60-69;127;2021-03-11
326;60-69;167;2021-03-11
329;60-69;100;2021-03-11
330;60-69;275;2021-03-11
336;60-69;75;2021-03-11
340;60-69;106;2021-03-11
350;60-69;88;2021-03-11
360;60-69;133;2021-03-11
370;60-69;289;2021-03-11
376;60-69;200;2021-03-11
390;60-69;129;2021-03-11
400;60-69;64;2021-03-11
410;60-69;91;2021-03-11
420;60-69;58;2021-03-11
430;60-69;89;2021-03-11
440;60-69;64;2021-03-11
450;60-69;90;2021-03-11
461;60-69;432;2021-03-11
479;60-69;119;2021-03-11
480;60-69;57;2021-03-11
482;60-69;28;2021-03-11
492;60-69;4;2021-03-11
510;60-69;83;2021-03-11
530;60-69;47;2021-03-11
540;60-69;120;2021-03-11
550;60-69;70;2021-03-11
561;60-69;254;2021-03-11
563;60-69;7;2021-03-11
573;60-69;127;2021-03-11
575;60-69;88;2021-03-11
580;60-69;117;2021-03-11
607;60-69;111;2021-03-11
615;60-69;178;2021-03-11
621;60-69;243;2021-03-11
630;60-69;245;2021-03-11
657;60-69;213;2021-03-11
661;60-69;197;2021-03-11
665;60-69;45;2021-03-11
671;60-69;80;2021-03-11
706;60-69;78;2021-03-11
707;60-69;81;2021-03-11
710;60-69;81;2021-03-11
727;60-69;55;2021-03-11
730;60-69;231;2021-03-11
740;60-69;190;2021-03-11
741;60-69;24;2021-03-11
746;60-69;162;2021-03-11
751;60-69;922;2021-03-11
756;60-69;96;2021-03-11
760;60-69;107;2021-03-11
766;60-69;104;2021-03-11
773;60-69;55;2021-03-11
779;60-69;80;2021-03-11
787;60-69;150;2021-03-11
791;60-69;168;2021-03-11
810;60-69;90;2021-03-11
813;60-69;165;2021-03-11
820;60-69;90;2021-03-11
825;60-69;3;2021-03-11
840;60-69;67;2021-03-11
846;60-69;125;2021-03-11
849;60-69;121;2021-03-11
851;60-69;450;2021-03-11
860;60-69;146;2021-03-11
;70-79;26;2021-03-11
011;70-79;2;2021-03-11
101;70-79;1166;2021-03-11
147;70-79;317;2021-03-11
151;70-79;150;2021-03-11
153;70-79;141;2021-03-11
155;70-79;41;2021-03-11
157;70-79;210;2021-03-11
159;70-79;172;2021-03-11
161;70-79;73;2021-03-11
163;70-79;97;2021-03-11
165;70-79;91;2021-03-11
167;70-79;109;2021-03-11
169;70-79;158;2021-03-11
173;70-79;137;2021-03-11
175;70-79;98;2021-03-11
183;70-79;95;2021-03-11
185;70-79;135;2021-03-11
187;70-79;63;2021-03-11
190;70-79;84;2021-03-11
201;70-79;62;2021-03-11
210;70-79;123;2021-03-11
217;70-79;215;2021-03-11
219;70-79;130;2021-03-11
223;70-79;82;2021-03-11
230;70-79;139;2021-03-11
240;70-79;156;2021-03-11
250;70-79;99;2021-03-11
253;70-79;134;2021-03-11
259;70-79;168;2021-03-11
260;70-79;66;2021-03-11
265;70-79;187;2021-03-11
269;70-79;70;2021-03-11
270;70-79;123;2021-03-11
306;70-79;77;2021-03-11
316;70-79;129;2021-03-11
320;70-79;72;2021-03-11
326;70-79;111;2021-03-11
329;70-79;43;2021-03-11
330;70-79;203;2021-03-11
336;70-79;68;2021-03-11
340;70-79;47;2021-03-11
350;70-79;58;2021-03-11
360;70-79;81;2021-03-11
370;70-79;189;2021-03-11
376;70-79;140;2021-03-11
390;70-79;76;2021-03-11
400;70-79;77;2021-03-11
410;70-79;45;2021-03-11
420;70-79;27;2021-03-11
430;70-79;64;2021-03-11
440;70-79;29;2021-03-11
450;70-79;59;2021-03-11
461;70-79;248;2021-03-11
479;70-79;81;2021-03-11
480;70-79;37;2021-03-11
482;70-79;15;2021-03-11
492;70-79;6;2021-03-11
510;70-79;39;2021-03-11
530;70-79;54;2021-03-11
540;70-79;78;2021-03-11
550;70-79;41;2021-03-11
561;70-79;175;2021-03-11
563;70-79;11;2021-03-11
573;70-79;85;2021-03-11
575;70-79;50;2021-03-11
580;70-79;84;2021-03-11
607;70-79;68;2021-03-11
615;70-79;125;2021-03-11
621;70-79;128;2021-03-11
630;70-79;142;2021-03-11
657;70-79;95;2021-03-11
661;70-79;116;2021-03-11
665;70-79;31;2021-03-11
671;70-79;44;2021-03-11
706;70-79;62;2021-03-11
707;70-79;47;2021-03-11
710;70-79;55;2021-03-11
727;70-79;33;2021-03-11
730;70-79;130;2021-03-11
740;70-79;137;2021-03-11
741;70-79;10;2021-03-11
746;70-79;112;2021-03-11
751;70-79;456;2021-03-11
756;70-79;63;2021-03-11
760;70-79;63;2021-03-11
766;70-79;58;2021-03-11
773;70-79;47;2021-03-11
779;70-79;65;2021-03-11
787;70-79;89;2021-03-11
791;70-79;98;2021-03-11
810;70-79;86;2021-03-11
813;70-79;102;2021-03-11
820;70-79;49;2021-03-11
825;70-79;2;2021-03-11
840;70-79;36;2021-03-11
846;70-79;70;2021-03-11
849;70-79;61;2021-03-11
851;70-79;290;2021-03-11
860;70-79;95;2021-03-11
;80-89;10;2021-03-11
101;80-89;579;2021-03-11
147;80-89;252;2021-03-11
151;80-89;152;2021-03-11
153;80-89;80;2021-03-11
155;80-89;18;2021-03-11
157;80-89;119;2021-03-11
159;80-89;140;2021-03-11
161;80-89;57;2021-03-11
163;80-89;89;2021-03-11
165;80-89;25;2021-03-11
167;80-89;82;2021-03-11
169;80-89;80;2021-03-11
173;80-89;98;2021-03-11
175;80-89;70;2021-03-11
183;80-89;32;2021-03-11
185;80-89;79;2021-03-11
187;80-89;30;2021-03-11
190;80-89;84;2021-03-11
201;80-89;41;2021-03-11
210;80-89;73;2021-03-11
217;80-89;106;2021-03-11
219;80-89;76;2021-03-11
223;80-89;40;2021-03-11
230;80-89;97;2021-03-11
240;80-89;78;2021-03-11
250;80-89;64;2021-03-11
253;80-89;67;2021-03-11
259;80-89;55;2021-03-11
260;80-89;22;2021-03-11
265;80-89;100;2021-03-11
269;80-89;17;2021-03-11
270;80-89;61;2021-03-11
306;80-89;38;2021-03-11
316;80-89;73;2021-03-11
320;80-89;28;2021-03-11
326;80-89;57;2021-03-11
329;80-89;33;2021-03-11
330;80-89;127;2021-03-11
336;80-89;37;2021-03-11
340;80-89;22;2021-03-11
350;80-89;31;2021-03-11
360;80-89;54;2021-03-11
370;80-89;100;2021-03-11
376;80-89;82;2021-03-11
390;80-89;25;2021-03-11
400;80-89;23;2021-03-11
410;80-89;23;2021-03-11
420;80-89;12;2021-03-11
430;80-89;35;2021-03-11
440;80-89;22;2021-03-11
450;80-89;37;2021-03-11
461;80-89;106;2021-03-11
479;80-89;45;2021-03-11
480;80-89;13;2021-03-11
482;80-89;3;2021-03-11
492;80-89;2;2021-03-11
510;80-89;20;2021-03-11
530;80-89;17;2021-03-11
540;80-89;41;2021-03-11
550;80-89;14;2021-03-11
561;80-89;94;2021-03-11
563;80-89;1;2021-03-11
573;80-89;40;2021-03-11
575;80-89;18;2021-03-11
580;80-89;28;2021-03-11
607;80-89;40;2021-03-11
615;80-89;60;2021-03-11
621;80-89;49;2021-03-11
630;80-89;40;2021-03-11
657;80-89;63;2021-03-11
661;80-89;70;2021-03-11
665;80-89;6;2021-03-11
671;80-89;24;2021-03-11
706;80-89;34;2021-03-11
707;80-89;21;2021-03-11
710;80-89;20;2021-03-11
727;80-89;19;2021-03-11
730;80-89;46;2021-03-11
740;80-89;44;2021-03-11
741;80-89;4;2021-03-11
746;80-89;68;2021-03-11
751;80-89;249;2021-03-11
756;80-89;33;2021-03-11
760;80-89;30;2021-03-11
766;80-89;30;2021-03-11
773;80-89;18;2021-03-11
779;80-89;18;2021-03-11
787;80-89;48;2021-03-11
791;80-89;41;2021-03-11
810;80-89;24;2021-03-11
813;80-89;52;2021-03-11
820;80-89;21;2021-03-11
840;80-89;26;2021-03-11
846;80-89;43;2021-03-11
849;80-89;27;2021-03-11
851;80-89;128;2021-03-11
860;80-89;48;2021-03-11
;90+;5;2021-03-11
101;90+;225;2021-03-11
147;90+;113;2021-03-11
151;90+;24;2021-03-11
153;90+;19;2021-03-11
155;90+;7;2021-03-11
157;90+;59;2021-03-11
159;90+;51;2021-03-11
161;90+;26;2021-03-11
163;90+;36;2021-03-11
165;90+;5;2021-03-11
167;90+;21;2021-03-11
169;90+;27;2021-03-11
173;90+;64;2021-03-11
175;90+;28;2021-03-11
183;90+;5;2021-03-11
185;90+;36;2021-03-11
187;90+;11;2021-03-11
190;90+;38;2021-03-11
201;90+;18;2021-03-11
210;90+;26;2021-03-11
217;90+;26;2021-03-11
219;90+;12;2021-03-11
223;90+;16;2021-03-11
230;90+;42;2021-03-11
