"Kommune";"Aldersgruppe";"Bekræftede tilfælde";"Dagsdato"
316;10-19;391;2021-03-30
320;10-19;173;2021-03-30
326;10-19;288;2021-03-30
329;10-19;209;2021-03-30
330;10-19;699;2021-03-30
336;10-19;115;2021-03-30
340;10-19;101;2021-03-30
350;10-19;184;2021-03-30
360;10-19;153;2021-03-30
370;10-19;457;2021-03-30
376;10-19;199;2021-03-30
390;10-19;221;2021-03-30
400;10-19;84;2021-03-30
410;10-19;152;2021-03-30
420;10-19;110;2021-03-30
430;10-19;161;2021-03-30
440;10-19;132;2021-03-30
450;10-19;141;2021-03-30
461;10-19;1350;2021-03-30
479;10-19;227;2021-03-30
480;10-19;126;2021-03-30
482;10-19;25;2021-03-30
492;10-19;5;2021-03-30
510;10-19;206;2021-03-30
530;10-19;100;2021-03-30
540;10-19;386;2021-03-30
550;10-19;181;2021-03-30
561;10-19;522;2021-03-30
563;10-19;7;2021-03-30
573;10-19;178;2021-03-30
575;10-19;145;2021-03-30
580;10-19;201;2021-03-30
607;10-19;210;2021-03-30
615;10-19;381;2021-03-30
621;10-19;498;2021-03-30
630;10-19;591;2021-03-30
657;10-19;282;2021-03-30
661;10-19;301;2021-03-30
665;10-19;53;2021-03-30
671;10-19;139;2021-03-30
706;10-19;101;2021-03-30
707;10-19;89;2021-03-30
710;10-19;219;2021-03-30
727;10-19;129;2021-03-30
730;10-19;489;2021-03-30
740;10-19;512;2021-03-30
741;10-19;7;2021-03-30
746;10-19;336;2021-03-30
751;10-19;2403;2021-03-30
756;10-19;177;2021-03-30
760;10-19;147;2021-03-30
766;10-19;220;2021-03-30
773;10-19;55;2021-03-30
779;10-19;137;2021-03-30
787;10-19;139;2021-03-30
791;10-19;338;2021-03-30
810;10-19;139;2021-03-30
813;10-19;212;2021-03-30
820;10-19;110;2021-03-30
825;10-19;1;2021-03-30
840;10-19;125;2021-03-30
846;10-19;134;2021-03-30
849;10-19;151;2021-03-30
851;10-19;1052;2021-03-30
860;10-19;201;2021-03-30
;20-29;383;2021-03-30
011;20-29;97;2021-03-30
019;20-29;10;2021-03-30
101;20-29;12404;2021-03-30
147;20-29;1575;2021-03-30
151;20-29;434;2021-03-30
153;20-29;463;2021-03-30
155;20-29;60;2021-03-30
157;20-29;435;2021-03-30
159;20-29;689;2021-03-30
161;20-29;253;2021-03-30
163;20-29;280;2021-03-30
165;20-29;330;2021-03-30
167;20-29;559;2021-03-30
169;20-29;641;2021-03-30
173;20-29;415;2021-03-30
175;20-29;449;2021-03-30
183;20-29;391;2021-03-30
185;20-29;312;2021-03-30
187;20-29;176;2021-03-30
190;20-29;213;2021-03-30
201;20-29;89;2021-03-30
210;20-29;237;2021-03-30
217;20-29;375;2021-03-30
219;20-29;314;2021-03-30
223;20-29;81;2021-03-30
230;20-29;263;2021-03-30
240;20-29;201;2021-03-30
250;20-29;208;2021-03-30
253;20-29;378;2021-03-30
259;20-29;427;2021-03-30
260;20-29;115;2021-03-30
265;20-29;638;2021-03-30
269;20-29;125;2021-03-30
270;20-29;139;2021-03-30
306;20-29;87;2021-03-30
316;20-29;325;2021-03-30
320;20-29;152;2021-03-30
326;20-29;154;2021-03-30
329;20-29;224;2021-03-30
330;20-29;520;2021-03-30
336;20-29;76;2021-03-30
340;20-29;97;2021-03-30
350;20-29;100;2021-03-30
360;20-29;94;2021-03-30
370;20-29;411;2021-03-30
376;20-29;187;2021-03-30
390;20-29;121;2021-03-30
400;20-29;50;2021-03-30
410;20-29;79;2021-03-30
420;20-29;73;2021-03-30
430;20-29;123;2021-03-30
440;20-29;57;2021-03-30
450;20-29;96;2021-03-30
461;20-29;2012;2021-03-30
479;20-29;147;2021-03-30
480;20-29;75;2021-03-30
482;20-29;10;2021-03-30
492;20-29;4;2021-03-30
510;20-29;181;2021-03-30
530;20-29;80;2021-03-30
540;20-29;238;2021-03-30
550;20-29;81;2021-03-30
561;20-29;537;2021-03-30
563;20-29;2;2021-03-30
573;20-29;161;2021-03-30
575;20-29;140;2021-03-30
580;20-29;163;2021-03-30
607;20-29;189;2021-03-30
615;20-29;480;2021-03-30
621;20-29;470;2021-03-30
630;20-29;605;2021-03-30
657;20-29;307;2021-03-30
661;20-29;260;2021-03-30
665;20-29;48;2021-03-30
671;20-29;72;2021-03-30
706;20-29;80;2021-03-30
707;20-29;81;2021-03-30
710;20-29;121;2021-03-30
727;20-29;36;2021-03-30
730;20-29;430;2021-03-30
740;20-29;311;2021-03-30
741;20-29;4;2021-03-30
746;20-29;181;2021-03-30
751;20-29;4639;2021-03-30
756;20-29;124;2021-03-30
760;20-29;161;2021-03-30
766;20-29;148;2021-03-30
773;20-29;72;2021-03-30
779;20-29;123;2021-03-30
787;20-29;137;2021-03-30
791;20-29;237;2021-03-30
810;20-29;99;2021-03-30
813;20-29;157;2021-03-30
820;20-29;97;2021-03-30
825;20-29;3;2021-03-30
840;20-29;52;2021-03-30
846;20-29;131;2021-03-30
849;20-29;93;2021-03-30
851;20-29;1868;2021-03-30
860;20-29;155;2021-03-30
;30-39;327;2021-03-30
011;30-39;191;2021-03-30
012;30-39;1;2021-03-30
019;30-39;23;2021-03-30
101;30-39;7335;2021-03-30
147;30-39;929;2021-03-30
151;30-39;401;2021-03-30
153;30-39;440;2021-03-30
155;30-39;84;2021-03-30
157;30-39;351;2021-03-30
159;30-39;634;2021-03-30
161;30-39;271;2021-03-30
163;30-39;290;2021-03-30
165;30-39;297;2021-03-30
167;30-39;534;2021-03-30
169;30-39;639;2021-03-30
173;30-39;295;2021-03-30
175;30-39;405;2021-03-30
183;30-39;387;2021-03-30
185;30-39;334;2021-03-30
187;30-39;237;2021-03-30
190;30-39;239;2021-03-30
201;30-39;99;2021-03-30
210;30-39;235;2021-03-30
217;30-39;354;2021-03-30
219;30-39;296;2021-03-30
223;30-39;79;2021-03-30
230;30-39;234;2021-03-30
240;30-39;286;2021-03-30
250;30-39;166;2021-03-30
253;30-39;358;2021-03-30
259;30-39;362;2021-03-30
260;30-39;114;2021-03-30
265;30-39;531;2021-03-30
269;30-39;171;2021-03-30
270;30-39;153;2021-03-30
306;30-39;81;2021-03-30
316;30-39;327;2021-03-30
320;30-39;161;2021-03-30
326;30-39;150;2021-03-30
329;30-39;185;2021-03-30
330;30-39;443;2021-03-30
336;30-39;89;2021-03-30
340;30-39;102;2021-03-30
350;30-39;162;2021-03-30
360;30-39;104;2021-03-30
370;30-39;347;2021-03-30
376;30-39;200;2021-03-30
390;30-39;138;2021-03-30
400;30-39;70;2021-03-30
410;30-39;81;2021-03-30
420;30-39;91;2021-03-30
430;30-39;122;2021-03-30
440;30-39;51;2021-03-30
450;30-39;113;2021-03-30
461;30-39;1023;2021-03-30
479;30-39;107;2021-03-30
480;30-39;69;2021-03-30
482;30-39;14;2021-03-30
492;30-39;1;2021-03-30
510;30-39;105;2021-03-30
530;30-39;91;2021-03-30
540;30-39;180;2021-03-30
550;30-39;75;2021-03-30
561;30-39;386;2021-03-30
563;30-39;6;2021-03-30
573;30-39;152;2021-03-30
575;30-39;136;2021-03-30
580;30-39;151;2021-03-30
607;30-39;159;2021-03-30
615;30-39;387;2021-03-30
621;30-39;499;2021-03-30
630;30-39;567;2021-03-30
657;30-39;323;2021-03-30
661;30-39;215;2021-03-30
665;30-39;51;2021-03-30
671;30-39;77;2021-03-30
706;30-39;80;2021-03-30
707;30-39;73;2021-03-30
710;30-39;161;2021-03-30
727;30-39;55;2021-03-30
730;30-39;359;2021-03-30
740;30-39;324;2021-03-30
741;30-39;6;2021-03-30
746;30-39;256;2021-03-30
751;30-39;1977;2021-03-30
756;30-39;118;2021-03-30
760;30-39;129;2021-03-30
766;30-39;127;2021-03-30
773;30-39;42;2021-03-30
779;30-39;99;2021-03-30
787;30-39;117;2021-03-30
791;30-39;236;2021-03-30
810;30-39;132;2021-03-30
813;30-39;148;2021-03-30
820;30-39;109;2021-03-30
840;30-39;97;2021-03-30
846;30-39;116;2021-03-30
849;30-39;117;2021-03-30
851;30-39;782;2021-03-30
860;30-39;175;2021-03-30
961;30-39;1;2021-03-30
;40-49;288;2021-03-30
011;40-49;187;2021-03-30
012;40-49;1;2021-03-30
019;40-49;18;2021-03-30
101;40-49;5249;2021-03-30
147;40-49;808;2021-03-30
151;40-49;501;2021-03-30
153;40-49;450;2021-03-30
155;40-49;107;2021-03-30
157;40-49;583;2021-03-30
159;40-49;640;2021-03-30
161;40-49;231;2021-03-30
163;40-49;354;2021-03-30
165;40-49;356;2021-03-30
167;40-49;597;2021-03-30
169;40-49;635;2021-03-30
173;40-49;390;2021-03-30
175;40-49;461;2021-03-30
183;40-49;388;2021-03-30
185;40-49;480;2021-03-30
187;40-49;225;2021-03-30
190;40-49;289;2021-03-30
201;40-49;139;2021-03-30
210;40-49;294;2021-03-30
217;40-49;471;2021-03-30
219;40-49;333;2021-03-30
223;40-49;140;2021-03-30
230;40-49;386;2021-03-30
240;40-49;405;2021-03-30
250;40-49;266;2021-03-30
253;40-49;500;2021-03-30
259;40-49;473;2021-03-30
260;40-49;132;2021-03-30
265;40-49;557;2021-03-30
269;40-49;227;2021-03-30
270;40-49;239;2021-03-30
306;40-49;131;2021-03-30
316;40-49;428;2021-03-30
320;40-49;222;2021-03-30
326;40-49;213;2021-03-30
329;40-49;257;2021-03-30
330;40-49;602;2021-03-30
336;40-49;137;2021-03-30
340;40-49;165;2021-03-30
350;40-49;202;2021-03-30
360;40-49;165;2021-03-30
370;40-49;439;2021-03-30
376;40-49;231;2021-03-30
390;40-49;196;2021-03-30
400;40-49;87;2021-03-30
410;40-49;138;2021-03-30
420;40-49;105;2021-03-30
430;40-49;160;2021-03-30
440;40-49;93;2021-03-30
450;40-49;138;2021-03-30
461;40-49;943;2021-03-30
479;40-49;215;2021-03-30
480;40-49;101;2021-03-30
482;40-49;19;2021-03-30
492;40-49;5;2021-03-30
510;40-49;152;2021-03-30
530;40-49;109;2021-03-30
540;40-49;324;2021-03-30
550;40-49;107;2021-03-30
561;40-49;496;2021-03-30
563;40-49;11;2021-03-30
573;40-49;165;2021-03-30
575;40-49;179;2021-03-30
580;40-49;164;2021-03-30
607;40-49;200;2021-03-30
615;40-49;440;2021-03-30
621;40-49;495;2021-03-30
630;40-49;538;2021-03-30
657;40-49;321;2021-03-30
661;40-49;294;2021-03-30
665;40-49;42;2021-03-30
671;40-49;105;2021-03-30
706;40-49;116;2021-03-30
707;40-49;93;2021-03-30
710;40-49;202;2021-03-30
727;40-49;90;2021-03-30
730;40-49;400;2021-03-30
740;40-49;409;2021-03-30
741;40-49;7;2021-03-30
746;40-49;352;2021-03-30
751;40-49;1722;2021-03-30
756;40-49;159;2021-03-30
760;40-49;140;2021-03-30
766;40-49;203;2021-03-30
773;40-49;84;2021-03-30
779;40-49;124;2021-03-30
787;40-49;129;2021-03-30
791;40-49;313;2021-03-30
810;40-49;134;2021-03-30
813;40-49;174;2021-03-30
820;40-49;99;2021-03-30
825;40-49;5;2021-03-30
840;40-49;103;2021-03-30
846;40-49;148;2021-03-30
849;40-49;149;2021-03-30
851;40-49;809;2021-03-30
860;40-49;199;2021-03-30
;50-59;207;2021-03-30
011;50-59;106;2021-03-30
012;50-59;2;2021-03-30
019;50-59;8;2021-03-30
101;50-59;4361;2021-03-30
147;50-59;696;2021-03-30
151;50-59;523;2021-03-30
153;50-59;398;2021-03-30
155;50-59;130;2021-03-30
157;50-59;616;2021-03-30
159;50-59;643;2021-03-30
161;50-59;201;2021-03-30
163;50-59;319;2021-03-30
165;50-59;296;2021-03-30
167;50-59;493;2021-03-30
169;50-59;511;2021-03-30
173;50-59;386;2021-03-30
175;50-59;374;2021-03-30
183;50-59;330;2021-03-30
185;50-59;368;2021-03-30
187;50-59;167;2021-03-30
190;50-59;299;2021-03-30
201;50-59;173;2021-03-30
210;50-59;335;2021-03-30
217;50-59;570;2021-03-30
219;50-59;389;2021-03-30
223;50-59;209;2021-03-30
230;50-59;477;2021-03-30
240;50-59;401;2021-03-30
250;50-59;301;2021-03-30
253;50-59;452;2021-03-30
259;50-59;535;2021-03-30
260;50-59;168;2021-03-30
265;50-59;570;2021-03-30
269;50-59;206;2021-03-30
270;50-59;296;2021-03-30
306;50-59;146;2021-03-30
316;50-59;454;2021-03-30
320;50-59;253;2021-03-30
326;50-59;243;2021-03-30
329;50-59;239;2021-03-30
330;50-59;554;2021-03-30
336;50-59;136;2021-03-30
340;50-59;140;2021-03-30
350;50-59;202;2021-03-30
360;50-59;164;2021-03-30
370;50-59;520;2021-03-30
376;50-59;282;2021-03-30
390;50-59;204;2021-03-30
400;50-59;95;2021-03-30
410;50-59;155;2021-03-30
420;50-59;120;2021-03-30
430;50-59;185;2021-03-30
440;50-59;110;2021-03-30
450;50-59;148;2021-03-30
461;50-59;922;2021-03-30
479;50-59;215;2021-03-30
480;50-59;104;2021-03-30
482;50-59;28;2021-03-30
492;50-59;11;2021-03-30
510;50-59;160;2021-03-30
530;50-59;97;2021-03-30
540;50-59;262;2021-03-30
550;50-59;112;2021-03-30
561;50-59;515;2021-03-30
563;50-59;1;2021-03-30
573;50-59;187;2021-03-30
575;50-59;154;2021-03-30
580;50-59;232;2021-03-30
607;50-59;200;2021-03-30
615;50-59;398;2021-03-30
621;50-59;408;2021-03-30
630;50-59;498;2021-03-30
657;50-59;345;2021-03-30
661;50-59;308;2021-03-30
665;50-59;89;2021-03-30
671;50-59;125;2021-03-30
706;50-59;131;2021-03-30
707;50-59;126;2021-03-30
710;50-59;197;2021-03-30
727;50-59;102;2021-03-30
730;50-59;462;2021-03-30
740;50-59;341;2021-03-30
741;50-59;15;2021-03-30
746;50-59;300;2021-03-30
751;50-59;1708;2021-03-30
756;50-59;164;2021-03-30
760;50-59;182;2021-03-30
766;50-59;199;2021-03-30
773;50-59;104;2021-03-30
779;50-59;136;2021-03-30
787;50-59;172;2021-03-30
791;50-59;317;2021-03-30
810;50-59;173;2021-03-30
813;50-59;281;2021-03-30
820;50-59;115;2021-03-30
825;50-59;6;2021-03-30
840;50-59;101;2021-03-30
846;50-59;158;2021-03-30
849;50-59;177;2021-03-30
851;50-59;762;2021-03-30
860;50-59;261;2021-03-30
;60-69;98;2021-03-30
011;60-69;18;2021-03-30
019;60-69;1;2021-03-30
101;60-69;2159;2021-03-30
147;60-69;354;2021-03-30
151;60-69;227;2021-03-30
153;60-69;250;2021-03-30
155;60-69;74;2021-03-30
157;60-69;358;2021-03-30
159;60-69;353;2021-03-30
161;60-69;111;2021-03-30
163;60-69;182;2021-03-30
165;60-69;164;2021-03-30
167;60-69;285;2021-03-30
169;60-69;258;2021-03-30
173;60-69;207;2021-03-30
175;60-69;232;2021-03-30
183;60-69;141;2021-03-30
185;60-69;213;2021-03-30
187;60-69;77;2021-03-30
190;60-69;137;2021-03-30
201;60-69;78;2021-03-30
210;60-69;188;2021-03-30
217;60-69;342;2021-03-30
219;60-69;215;2021-03-30
223;60-69;111;2021-03-30
230;60-69;228;2021-03-30
240;60-69;174;2021-03-30
250;60-69;148;2021-03-30
253;60-69;203;2021-03-30
259;60-69;197;2021-03-30
260;60-69;117;2021-03-30
265;60-69;290;2021-03-30
269;60-69;100;2021-03-30
270;60-69;180;2021-03-30
306;60-69;119;2021-03-30
316;60-69;286;2021-03-30
320;60-69;126;2021-03-30
326;60-69;167;2021-03-30
329;60-69;105;2021-03-30
330;60-69;285;2021-03-30
336;60-69;75;2021-03-30
340;60-69;105;2021-03-30
350;60-69;92;2021-03-30
360;60-69;134;2021-03-30
370;60-69;301;2021-03-30
376;60-69;201;2021-03-30
390;60-69;133;2021-03-30
400;60-69;63;2021-03-30
410;60-69;93;2021-03-30
420;60-69;63;2021-03-30
430;60-69;91;2021-03-30
440;60-69;66;2021-03-30
450;60-69;94;2021-03-30
461;60-69;472;2021-03-30
479;60-69;130;2021-03-30
480;60-69;64;2021-03-30
482;60-69;26;2021-03-30
492;60-69;4;2021-03-30
510;60-69;87;2021-03-30
530;60-69;52;2021-03-30
540;60-69;126;2021-03-30
550;60-69;70;2021-03-30
561;60-69;274;2021-03-30
563;60-69;6;2021-03-30
573;60-69;131;2021-03-30
575;60-69;90;2021-03-30
580;60-69;120;2021-03-30
607;60-69;116;2021-03-30
615;60-69;179;2021-03-30
621;60-69;255;2021-03-30
630;60-69;258;2021-03-30
657;60-69;216;2021-03-30
661;60-69;193;2021-03-30
665;60-69;46;2021-03-30
671;60-69;81;2021-03-30
706;60-69;76;2021-03-30
707;60-69;82;2021-03-30
710;60-69;79;2021-03-30
727;60-69;55;2021-03-30
730;60-69;234;2021-03-30
740;60-69;195;2021-03-30
741;60-69;24;2021-03-30
746;60-69;165;2021-03-30
751;60-69;949;2021-03-30
756;60-69;96;2021-03-30
760;60-69;108;2021-03-30
766;60-69;104;2021-03-30
773;60-69;55;2021-03-30
779;60-69;76;2021-03-30
787;60-69;146;2021-03-30
791;60-69;169;2021-03-30
810;60-69;92;2021-03-30
813;60-69;169;2021-03-30
820;60-69;91;2021-03-30
825;60-69;3;2021-03-30
840;60-69;67;2021-03-30
846;60-69;126;2021-03-30
849;60-69;124;2021-03-30
851;60-69;469;2021-03-30
860;60-69;153;2021-03-30
;70-79;24;2021-03-30
011;70-79;2;2021-03-30
101;70-79;1209;2021-03-30
147;70-79;320;2021-03-30
151;70-79;158;2021-03-30
153;70-79;148;2021-03-30
155;70-79;41;2021-03-30
157;70-79;215;2021-03-30
159;70-79;180;2021-03-30
161;70-79;74;2021-03-30
163;70-79;97;2021-03-30
165;70-79;91;2021-03-30
167;70-79;123;2021-03-30
169;70-79;163;2021-03-30
173;70-79;138;2021-03-30
175;70-79;104;2021-03-30
183;70-79;96;2021-03-30
185;70-79;140;2021-03-30
187;70-79;64;2021-03-30
190;70-79;85;2021-03-30
201;70-79;63;2021-03-30
210;70-79;128;2021-03-30
217;70-79;224;2021-03-30
219;70-79;135;2021-03-30
223;70-79;88;2021-03-30
230;70-79;142;2021-03-30
240;70-79;166;2021-03-30
250;70-79;99;2021-03-30
253;70-79;134;2021-03-30
259;70-79;170;2021-03-30
260;70-79;65;2021-03-30
265;70-79;190;2021-03-30
269;70-79;71;2021-03-30
270;70-79;129;2021-03-30
306;70-79;82;2021-03-30
316;70-79;134;2021-03-30
320;70-79;72;2021-03-30
326;70-79;113;2021-03-30
329;70-79;45;2021-03-30
330;70-79;209;2021-03-30
336;70-79;68;2021-03-30
340;70-79;46;2021-03-30
350;70-79;59;2021-03-30
360;70-79;81;2021-03-30
370;70-79;198;2021-03-30
376;70-79;142;2021-03-30
390;70-79;74;2021-03-30
400;70-79;74;2021-03-30
410;70-79;49;2021-03-30
420;70-79;32;2021-03-30
430;70-79;67;2021-03-30
440;70-79;29;2021-03-30
450;70-79;62;2021-03-30
461;70-79;263;2021-03-30
479;70-79;83;2021-03-30
480;70-79;37;2021-03-30
482;70-79;16;2021-03-30
492;70-79;6;2021-03-30
510;70-79;42;2021-03-30
530;70-79;56;2021-03-30
540;70-79;78;2021-03-30
550;70-79;41;2021-03-30
561;70-79;181;2021-03-30
563;70-79;11;2021-03-30
573;70-79;86;2021-03-30
575;70-79;51;2021-03-30
580;70-79;86;2021-03-30
607;70-79;68;2021-03-30
615;70-79;125;2021-03-30
621;70-79;132;2021-03-30
630;70-79;161;2021-03-30
657;70-79;104;2021-03-30
661;70-79;116;2021-03-30
665;70-79;31;2021-03-30
671;70-79;44;2021-03-30
706;70-79;64;2021-03-30
707;70-79;45;2021-03-30
710;70-79;58;2021-03-30
727;70-79;34;2021-03-30
730;70-79;124;2021-03-30
740;70-79;138;2021-03-30
741;70-79;10;2021-03-30
746;70-79;113;2021-03-30
751;70-79;456;2021-03-30
756;70-79;63;2021-03-30
760;70-79;64;2021-03-30
766;70-79;60;2021-03-30
773;70-79;51;2021-03-30
779;70-79;65;2021-03-30
787;70-79;88;2021-03-30
791;70-79;98;2021-03-30
810;70-79;86;2021-03-30
813;70-79;105;2021-03-30
820;70-79;49;2021-03-30
825;70-79;2;2021-03-30
840;70-79;36;2021-03-30
846;70-79;72;2021-03-30
849;70-79;62;2021-03-30
851;70-79;302;2021-03-30
860;70-79;96;2021-03-30
;80-89;10;2021-03-30
101;80-89;594;2021-03-30
147;80-89;249;2021-03-30
151;80-89;158;2021-03-30
153;80-89;84;2021-03-30
155;80-89;18;2021-03-30
157;80-89;121;2021-03-30
159;80-89;142;2021-03-30
161;80-89;57;2021-03-30
163;80-89;89;2021-03-30
165;80-89;27;2021-03-30
167;80-89;87;2021-03-30
169;80-89;80;2021-03-30
173;80-89;99;2021-03-30
175;80-89;72;2021-03-30
183;80-89;33;2021-03-30
185;80-89;80;2021-03-30
187;80-89;31;2021-03-30
190;80-89;84;2021-03-30
201;80-89;43;2021-03-30
210;80-89;76;2021-03-30
217;80-89;110;2021-03-30
219;80-89;76;2021-03-30
223;80-89;41;2021-03-30
230;80-89;97;2021-03-30
240;80-89;80;2021-03-30
250;80-89;65;2021-03-30
253;80-89;69;2021-03-30
259;80-89;56;2021-03-30
260;80-89;22;2021-03-30
265;80-89;100;2021-03-30
269;80-89;17;2021-03-30
270;80-89;61;2021-03-30
306;80-89;38;2021-03-30
316;80-89;75;2021-03-30
320;80-89;28;2021-03-30
326;80-89;57;2021-03-30
329;80-89;33;2021-03-30
330;80-89;128;2021-03-30
336;80-89;37;2021-03-30
340;80-89;22;2021-03-30
350;80-89;32;2021-03-30
360;80-89;54;2021-03-30
370;80-89;99;2021-03-30
376;80-89;82;2021-03-30
390;80-89;28;2021-03-30
400;80-89;23;2021-03-30
410;80-89;24;2021-03-30
420;80-89;15;2021-03-30
430;80-89;36;2021-03-30
440;80-89;22;2021-03-30
450;80-89;38;2021-03-30
461;80-89;109;2021-03-30
479;80-89;46;2021-03-30
480;80-89;13;2021-03-30
482;80-89;3;2021-03-30
492;80-89;2;2021-03-30
510;80-89;21;2021-03-30
530;80-89;17;2021-03-30
540;80-89;42;2021-03-30
550;80-89;14;2021-03-30
561;80-89;96;2021-03-30
563;80-89;1;2021-03-30
573;80-89;41;2021-03-30
575;80-89;18;2021-03-30
580;80-89;32;2021-03-30
607;80-89;40;2021-03-30
615;80-89;59;2021-03-30
621;80-89;51;2021-03-30
630;80-89;44;2021-03-30
657;80-89;65;2021-03-30
661;80-89;69;2021-03-30
665;80-89;6;2021-03-30
671;80-89;24;2021-03-30
706;80-89;34;2021-03-30
707;80-89;21;2021-03-30
710;80-89;20;2021-03-30
727;80-89;19;2021-03-30
730;80-89;46;2021-03-30
740;80-89;44;2021-03-30
741;80-89;4;2021-03-30
746;80-89;69;2021-03-30
751;80-89;252;2021-03-30
756;80-89;33;2021-03-30
760;80-89;30;2021-03-30
766;80-89;30;2021-03-30
773;80-89;19;2021-03-30
779;80-89;17;2021-03-30
787;80-89;48;2021-03-30
791;80-89;39;2021-03-30
810;80-89;24;2021-03-30
813;80-89;51;2021-03-30
820;80-89;22;2021-03-30
840;80-89;26;2021-03-30
846;80-89;43;2021-03-30
849;80-89;27;2021-03-30
851;80-89;128;2021-03-30
860;80-89;48;2021-03-30
;90+;9;2021-03-30
101;90+;228;2021-03-30
147;90+;113;2021-03-30
151;90+;24;2021-03-30
153;90+;19;2021-03-30
155;90+;7;2021-03-30
157;90+;59;2021-03-30
159;90+;51;2021-03-30
161;90+;26;2021-03-30
163;90+;36;2021-03-30
165;90+;5;2021-03-30
167;90+;21;2021-03-30
169;90+;29;2021-03-30
173;90+;64;2021-03-30
175;90+;28;2021-03-30
183;90+;5;2021-03-30
185;90+;37;2021-03-30
187;90+;11;2021-03-30
190;90+;38;2021-03-30
201;90+;18;2021-03-30
210;90+;26;2021-03-30
217;90+;26;2021-03-30
219;90+;12;2021-03-30
