"Kommune";"Aldersgruppe";"Bekræftede tilfælde";"Dagsdato"
;0-9;65;2021-03-31
019;0-9;14;2021-03-31
101;0-9;2849;2021-03-31
147;0-9;408;2021-03-31
151;0-9;265;2021-03-31
153;0-9;281;2021-03-31
155;0-9;74;2021-03-31
157;0-9;216;2021-03-31
159;0-9;425;2021-03-31
161;0-9;117;2021-03-31
163;0-9;188;2021-03-31
165;0-9;195;2021-03-31
167;0-9;305;2021-03-31
169;0-9;399;2021-03-31
173;0-9;190;2021-03-31
175;0-9;230;2021-03-31
183;0-9;244;2021-03-31
185;0-9;245;2021-03-31
187;0-9;130;2021-03-31
190;0-9;154;2021-03-31
201;0-9;57;2021-03-31
210;0-9;161;2021-03-31
217;0-9;231;2021-03-31
219;0-9;168;2021-03-31
223;0-9;58;2021-03-31
230;0-9;141;2021-03-31
240;0-9;208;2021-03-31
250;0-9;91;2021-03-31
253;0-9;219;2021-03-31
259;0-9;191;2021-03-31
260;0-9;43;2021-03-31
265;0-9;274;2021-03-31
269;0-9;83;2021-03-31
270;0-9;98;2021-03-31
306;0-9;30;2021-03-31
316;0-9;162;2021-03-31
320;0-9;55;2021-03-31
326;0-9;76;2021-03-31
329;0-9;78;2021-03-31
330;0-9;224;2021-03-31
336;0-9;37;2021-03-31
340;0-9;47;2021-03-31
350;0-9;98;2021-03-31
360;0-9;37;2021-03-31
370;0-9;158;2021-03-31
376;0-9;89;2021-03-31
390;0-9;50;2021-03-31
400;0-9;27;2021-03-31
410;0-9;57;2021-03-31
420;0-9;36;2021-03-31
430;0-9;66;2021-03-31
440;0-9;61;2021-03-31
450;0-9;65;2021-03-31
461;0-9;621;2021-03-31
479;0-9;61;2021-03-31
480;0-9;40;2021-03-31
482;0-9;5;2021-03-31
492;0-9;3;2021-03-31
510;0-9;72;2021-03-31
530;0-9;44;2021-03-31
540;0-9;122;2021-03-31
550;0-9;40;2021-03-31
561;0-9;255;2021-03-31
563;0-9;1;2021-03-31
573;0-9;73;2021-03-31
575;0-9;68;2021-03-31
580;0-9;106;2021-03-31
607;0-9;109;2021-03-31
615;0-9;195;2021-03-31
621;0-9;387;2021-03-31
630;0-9;337;2021-03-31
657;0-9;152;2021-03-31
661;0-9;102;2021-03-31
665;0-9;25;2021-03-31
671;0-9;40;2021-03-31
706;0-9;43;2021-03-31
707;0-9;59;2021-03-31
710;0-9;93;2021-03-31
727;0-9;45;2021-03-31
730;0-9;238;2021-03-31
740;0-9;223;2021-03-31
741;0-9;2;2021-03-31
746;0-9;170;2021-03-31
751;0-9;1176;2021-03-31
756;0-9;73;2021-03-31
760;0-9;44;2021-03-31
766;0-9;64;2021-03-31
773;0-9;31;2021-03-31
779;0-9;49;2021-03-31
787;0-9;46;2021-03-31
791;0-9;124;2021-03-31
810;0-9;61;2021-03-31
813;0-9;72;2021-03-31
820;0-9;26;2021-03-31
840;0-9;54;2021-03-31
846;0-9;38;2021-03-31
849;0-9;67;2021-03-31
851;0-9;440;2021-03-31
860;0-9;86;2021-03-31
;10-19;68;2021-03-31
011;10-19;3;2021-03-31
019;10-19;17;2021-03-31
101;10-19;4793;2021-03-31
147;10-19;645;2021-03-31
151;10-19;503;2021-03-31
153;10-19;469;2021-03-31
155;10-19;110;2021-03-31
157;10-19;731;2021-03-31
159;10-19;698;2021-03-31
161;10-19;231;2021-03-31
163;10-19;414;2021-03-31
165;10-19;383;2021-03-31
167;10-19;646;2021-03-31
169;10-19;686;2021-03-31
173;10-19;435;2021-03-31
175;10-19;465;2021-03-31
183;10-19;455;2021-03-31
185;10-19;450;2021-03-31
187;10-19;240;2021-03-31
190;10-19;340;2021-03-31
201;10-19;155;2021-03-31
210;10-19;306;2021-03-31
217;10-19;491;2021-03-31
219;10-19;339;2021-03-31
223;10-19;176;2021-03-31
230;10-19;513;2021-03-31
240;10-19;344;2021-03-31
250;10-19;216;2021-03-31
253;10-19;480;2021-03-31
259;10-19;494;2021-03-31
260;10-19;128;2021-03-31
265;10-19;549;2021-03-31
269;10-19;294;2021-03-31
270;10-19;246;2021-03-31
306;10-19;152;2021-03-31
316;10-19;391;2021-03-31
320;10-19;173;2021-03-31
326;10-19;288;2021-03-31
329;10-19;209;2021-03-31
330;10-19;699;2021-03-31
336;10-19;115;2021-03-31
340;10-19;101;2021-03-31
350;10-19;184;2021-03-31
360;10-19;153;2021-03-31
370;10-19;458;2021-03-31
376;10-19;199;2021-03-31
390;10-19;221;2021-03-31
400;10-19;84;2021-03-31
410;10-19;152;2021-03-31
420;10-19;111;2021-03-31
430;10-19;162;2021-03-31
440;10-19;132;2021-03-31
450;10-19;141;2021-03-31
461;10-19;1357;2021-03-31
479;10-19;229;2021-03-31
480;10-19;126;2021-03-31
482;10-19;25;2021-03-31
492;10-19;5;2021-03-31
510;10-19;206;2021-03-31
530;10-19;101;2021-03-31
540;10-19;387;2021-03-31
550;10-19;183;2021-03-31
561;10-19;523;2021-03-31
563;10-19;7;2021-03-31
573;10-19;178;2021-03-31
575;10-19;146;2021-03-31
580;10-19;201;2021-03-31
607;10-19;210;2021-03-31
615;10-19;383;2021-03-31
621;10-19;499;2021-03-31
630;10-19;592;2021-03-31
657;10-19;283;2021-03-31
661;10-19;301;2021-03-31
665;10-19;53;2021-03-31
671;10-19;139;2021-03-31
706;10-19;102;2021-03-31
707;10-19;89;2021-03-31
710;10-19;221;2021-03-31
727;10-19;129;2021-03-31
730;10-19;490;2021-03-31
740;10-19;512;2021-03-31
741;10-19;7;2021-03-31
746;10-19;337;2021-03-31
751;10-19;2408;2021-03-31
756;10-19;177;2021-03-31
760;10-19;147;2021-03-31
766;10-19;220;2021-03-31
773;10-19;55;2021-03-31
779;10-19;137;2021-03-31
787;10-19;139;2021-03-31
791;10-19;338;2021-03-31
810;10-19;139;2021-03-31
813;10-19;212;2021-03-31
820;10-19;110;2021-03-31
825;10-19;1;2021-03-31
840;10-19;125;2021-03-31
846;10-19;135;2021-03-31
849;10-19;151;2021-03-31
851;10-19;1054;2021-03-31
860;10-19;201;2021-03-31
;20-29;385;2021-03-31
011;20-29;97;2021-03-31
019;20-29;10;2021-03-31
101;20-29;12441;2021-03-31
147;20-29;1576;2021-03-31
151;20-29;435;2021-03-31
153;20-29;467;2021-03-31
155;20-29;60;2021-03-31
157;20-29;436;2021-03-31
159;20-29;692;2021-03-31
161;20-29;256;2021-03-31
163;20-29;280;2021-03-31
165;20-29;333;2021-03-31
167;20-29;562;2021-03-31
169;20-29;645;2021-03-31
173;20-29;415;2021-03-31
175;20-29;451;2021-03-31
183;20-29;395;2021-03-31
185;20-29;312;2021-03-31
187;20-29;176;2021-03-31
190;20-29;213;2021-03-31
201;20-29;89;2021-03-31
210;20-29;238;2021-03-31
217;20-29;375;2021-03-31
219;20-29;318;2021-03-31
223;20-29;81;2021-03-31
230;20-29;264;2021-03-31
240;20-29;201;2021-03-31
250;20-29;210;2021-03-31
253;20-29;379;2021-03-31
259;20-29;427;2021-03-31
260;20-29;118;2021-03-31
265;20-29;639;2021-03-31
269;20-29;125;2021-03-31
270;20-29;139;2021-03-31
306;20-29;87;2021-03-31
316;20-29;325;2021-03-31
320;20-29;154;2021-03-31
326;20-29;154;2021-03-31
329;20-29;224;2021-03-31
330;20-29;522;2021-03-31
336;20-29;77;2021-03-31
340;20-29;98;2021-03-31
350;20-29;100;2021-03-31
360;20-29;94;2021-03-31
370;20-29;412;2021-03-31
376;20-29;187;2021-03-31
390;20-29;121;2021-03-31
400;20-29;50;2021-03-31
410;20-29;79;2021-03-31
420;20-29;73;2021-03-31
430;20-29;123;2021-03-31
440;20-29;57;2021-03-31
450;20-29;96;2021-03-31
461;20-29;2022;2021-03-31
479;20-29;148;2021-03-31
480;20-29;76;2021-03-31
482;20-29;10;2021-03-31
492;20-29;4;2021-03-31
510;20-29;181;2021-03-31
530;20-29;80;2021-03-31
540;20-29;238;2021-03-31
550;20-29;81;2021-03-31
561;20-29;538;2021-03-31
563;20-29;2;2021-03-31
573;20-29;161;2021-03-31
575;20-29;140;2021-03-31
580;20-29;164;2021-03-31
607;20-29;190;2021-03-31
615;20-29;483;2021-03-31
621;20-29;474;2021-03-31
630;20-29;606;2021-03-31
657;20-29;309;2021-03-31
661;20-29;260;2021-03-31
665;20-29;48;2021-03-31
671;20-29;72;2021-03-31
706;20-29;80;2021-03-31
707;20-29;81;2021-03-31
710;20-29;121;2021-03-31
727;20-29;36;2021-03-31
730;20-29;432;2021-03-31
740;20-29;313;2021-03-31
741;20-29;4;2021-03-31
746;20-29;181;2021-03-31
751;20-29;4643;2021-03-31
756;20-29;124;2021-03-31
760;20-29;162;2021-03-31
766;20-29;149;2021-03-31
773;20-29;72;2021-03-31
779;20-29;124;2021-03-31
787;20-29;139;2021-03-31
791;20-29;237;2021-03-31
810;20-29;99;2021-03-31
813;20-29;157;2021-03-31
820;20-29;97;2021-03-31
825;20-29;3;2021-03-31
840;20-29;52;2021-03-31
846;20-29;131;2021-03-31
849;20-29;93;2021-03-31
851;20-29;1875;2021-03-31
860;20-29;155;2021-03-31
;30-39;328;2021-03-31
011;30-39;193;2021-03-31
012;30-39;1;2021-03-31
019;30-39;23;2021-03-31
101;30-39;7368;2021-03-31
147;30-39;930;2021-03-31
151;30-39;402;2021-03-31
153;30-39;441;2021-03-31
155;30-39;84;2021-03-31
157;30-39;354;2021-03-31
159;30-39;635;2021-03-31
161;30-39;274;2021-03-31
163;30-39;290;2021-03-31
165;30-39;298;2021-03-31
167;30-39;535;2021-03-31
169;30-39;643;2021-03-31
173;30-39;295;2021-03-31
175;30-39;405;2021-03-31
183;30-39;394;2021-03-31
185;30-39;335;2021-03-31
187;30-39;237;2021-03-31
190;30-39;241;2021-03-31
201;30-39;99;2021-03-31
210;30-39;237;2021-03-31
217;30-39;354;2021-03-31
219;30-39;296;2021-03-31
223;30-39;79;2021-03-31
230;30-39;235;2021-03-31
240;30-39;287;2021-03-31
250;30-39;166;2021-03-31
253;30-39;360;2021-03-31
259;30-39;365;2021-03-31
260;30-39;114;2021-03-31
265;30-39;532;2021-03-31
269;30-39;171;2021-03-31
270;30-39;154;2021-03-31
306;30-39;81;2021-03-31
316;30-39;328;2021-03-31
320;30-39;162;2021-03-31
326;30-39;151;2021-03-31
329;30-39;185;2021-03-31
330;30-39;443;2021-03-31
336;30-39;89;2021-03-31
340;30-39;103;2021-03-31
350;30-39;163;2021-03-31
360;30-39;104;2021-03-31
370;30-39;347;2021-03-31
376;30-39;200;2021-03-31
390;30-39;138;2021-03-31
400;30-39;70;2021-03-31
410;30-39;81;2021-03-31
420;30-39;91;2021-03-31
430;30-39;122;2021-03-31
440;30-39;51;2021-03-31
450;30-39;114;2021-03-31
461;30-39;1025;2021-03-31
479;30-39;110;2021-03-31
480;30-39;70;2021-03-31
482;30-39;14;2021-03-31
492;30-39;1;2021-03-31
510;30-39;105;2021-03-31
530;30-39;91;2021-03-31
540;30-39;180;2021-03-31
550;30-39;75;2021-03-31
561;30-39;388;2021-03-31
563;30-39;6;2021-03-31
573;30-39;152;2021-03-31
575;30-39;136;2021-03-31
580;30-39;152;2021-03-31
607;30-39;159;2021-03-31
615;30-39;390;2021-03-31
