"Region";"Aldersgruppe";"Bekræftede tilfælde";"Døde";"Indlagte på intensiv afdeling";"Indlagte";"Dato"
;0-9;70;0;0;2;17/03/2021
Hovedstaden;0-9;7627;1;1;103;17/03/2021
Midtjylland;0-9;2742;0;0;21;17/03/2021
Nordjylland;0-9;889;0;0;6;17/03/2021
Sjælland;0-9;1812;0;0;17;17/03/2021
Syddanmark;0-9;2345;0;2;21;17/03/2021
;10-19;84;0;0;0;17/03/2021
Hovedstaden;10-19;15051;0;0;85;17/03/2021
Midtjylland;10-19;6367;0;0;24;17/03/2021
Nordjylland;10-19;2307;0;0;8;17/03/2021
Sjælland;10-19;5054;0;0;36;17/03/2021
Syddanmark;10-19;5297;0;1;16;17/03/2021
;20-29;506;0;0;10;17/03/2021
Hovedstaden;20-29;21379;0;2;271;17/03/2021
Midtjylland;20-29;7750;0;0;74;17/03/2021
Nordjylland;20-29;2812;0;0;34;17/03/2021
Sjælland;20-29;3976;0;0;72;17/03/2021
Syddanmark;20-29;5258;0;3;69;17/03/2021
;30-39;546;0;0;20;17/03/2021
Hovedstaden;30-39;15576;4;3;446;17/03/2021
Midtjylland;30-39;4964;0;2;110;17/03/2021
Nordjylland;30-39;1824;0;1;38;17/03/2021
Sjælland;30-39;3783;2;3;107;17/03/2021
Syddanmark;30-39;3938;0;4;89;17/03/2021
;40-49;492;0;0;26;17/03/2021
Hovedstaden;40-49;15032;4;12;581;17/03/2021
Midtjylland;40-49;5449;1;0;174;17/03/2021
Nordjylland;40-49;1993;0;1;62;17/03/2021
Sjælland;40-49;5038;1;5;213;17/03/2021
Syddanmark;40-49;4592;1;3;141;17/03/2021
;50-59;318;1;2;38;17/03/2021
Hovedstaden;50-59;13968;28;12;889;17/03/2021
Midtjylland;50-59;5574;9;4;333;17/03/2021
Nordjylland;50-59;2298;3;3;103;17/03/2021
Sjælland;50-59;5185;8;6;317;17/03/2021
Syddanmark;50-59;4607;4;10;232;17/03/2021
;60-69;114;0;0;22;17/03/2021
Hovedstaden;60-69;7386;108;14;941;17/03/2021
Midtjylland;60-69;3132;28;1;310;17/03/2021
Nordjylland;60-69;1494;10;2;134;17/03/2021
Sjælland;60-69;2900;34;9;373;17/03/2021
Syddanmark;60-69;2587;16;8;265;17/03/2021
;70-79;28;0;0;10;17/03/2021
Hovedstaden;70-79;4665;320;25;1414;17/03/2021
Midtjylland;70-79;1819;86;1;432;17/03/2021
Nordjylland;70-79;946;60;3;215;17/03/2021
Sjælland;70-79;1887;103;19;538;17/03/2021
Syddanmark;70-79;1589;55;11;339;17/03/2021
;80-89;10;1;0;5;17/03/2021
Hovedstaden;80-89;2775;512;9;1260;17/03/2021
Midtjylland;80-89;886;149;0;305;17/03/2021
Nordjylland;80-89;438;62;1;173;17/03/2021
Sjælland;80-89;955;152;4;448;17/03/2021
Syddanmark;80-89;708;88;6;265;17/03/2021
;90+;5;0;0;0;17/03/2021
Hovedstaden;90+;986;302;3;385;17/03/2021
Midtjylland;90+;258;68;0;77;17/03/2021
Nordjylland;90+;125;43;0;38;17/03/2021
Sjælland;90+;269;88;0;130;17/03/2021
Syddanmark;90+;164;44;0;59;17/03/2021
