"Region";"Bekræftede tilfælde";"Incidens";"Bekræftede tilfælde de senest 7 dage";"Incidens de seneste 7 dage";"Testede";"Test incidens";"Testede de seneste 7 dage";"Test incidens de seneste 7 dage";"Positivprocent de seneste 7 dage"
Hovedstaden;104445;5681;1842;100,2;1514949;82404;272953;14847;0,67
Midtjylland;38941;2943;877;66,3;1001786;75705;202293;15287;0,43
Nordjylland;15126;2568;361;61,3;481627;81774;96954;16462;0,37
Sjælland;30859;3695;637;76,3;618165;74010;120234;14395;0,53
Syddanmark;31085;2546;1253;102,6;915241;74967;205900;16865;0,61
