"Region";"Aldersgruppe";"Bekræftede tilfælde";"Døde";"Indlagte på intensiv afdeling";"Indlagte";"Dato"
;0-9;1;0;0;0;16/03/2021
Hovedstaden;0-9;238;0;0;1;16/03/2021
Midtjylland;0-9;80;0;0;0;16/03/2021
Nordjylland;0-9;22;0;0;0;16/03/2021
Sjælland;0-9;56;0;0;0;16/03/2021
Syddanmark;0-9;140;0;1;1;16/03/2021
;10-19;5;0;0;0;16/03/2021
Hovedstaden;10-19;270;0;0;2;16/03/2021
Midtjylland;10-19;145;0;0;0;16/03/2021
Nordjylland;10-19;51;0;0;0;16/03/2021
Sjælland;10-19;101;0;0;0;16/03/2021
Syddanmark;10-19;218;0;0;0;16/03/2021
;20-29;19;0;0;0;16/03/2021
Hovedstaden;20-29;334;0;1;6;16/03/2021
Midtjylland;20-29;175;0;0;0;16/03/2021
Nordjylland;20-29;74;0;0;0;16/03/2021
Sjælland;20-29;76;0;0;0;16/03/2021
Syddanmark;20-29;231;0;1;3;16/03/2021
;30-39;18;0;0;0;16/03/2021
Hovedstaden;30-39;275;0;1;4;16/03/2021
Midtjylland;30-39;136;0;1;3;16/03/2021
Nordjylland;30-39;46;0;0;1;16/03/2021
Sjælland;30-39;94;0;1;2;16/03/2021
Syddanmark;30-39;174;0;1;1;16/03/2021
;40-49;26;0;0;0;16/03/2021
Hovedstaden;40-49;284;0;3;5;16/03/2021
Midtjylland;40-49;120;0;2;2;16/03/2021
Nordjylland;40-49;43;0;0;0;16/03/2021
Sjælland;40-49;103;0;0;1;16/03/2021
Syddanmark;40-49;176;0;1;1;16/03/2021
;50-59;11;0;1;1;16/03/2021
Hovedstaden;50-59;216;0;2;7;16/03/2021
Midtjylland;50-59;125;0;1;4;16/03/2021
Nordjylland;50-59;53;0;0;0;16/03/2021
Sjælland;50-59;91;0;3;3;16/03/2021
Syddanmark;50-59;148;0;5;5;16/03/2021
;60-69;1;0;0;0;16/03/2021
Hovedstaden;60-69;125;0;3;5;16/03/2021
Midtjylland;60-69;78;0;0;0;16/03/2021
Nordjylland;60-69;32;0;0;0;16/03/2021
Sjælland;60-69;62;0;1;1;16/03/2021
Syddanmark;60-69;64;0;0;1;16/03/2021
Hovedstaden;70-79;71;0;2;6;16/03/2021
Midtjylland;70-79;30;0;0;0;16/03/2021
Nordjylland;70-79;25;0;0;0;16/03/2021
Sjælland;70-79;46;0;5;9;16/03/2021
Syddanmark;70-79;29;0;3;4;16/03/2021
Hovedstaden;80-89;35;0;6;9;16/03/2021
Midtjylland;80-89;11;0;0;0;16/03/2021
Nordjylland;80-89;5;1;0;0;16/03/2021
Sjælland;80-89;12;0;2;4;16/03/2021
Syddanmark;80-89;7;0;2;3;16/03/2021
Sjælland;90+;2;1;0;1;16/03/2021
