"Region";"Aldersgruppe";"Bekræftede tilfælde";"Døde";"Indlagte på intensiv afdeling";"Indlagte";"Dato"
;0-9;84;0;0;2;06/04/2021
Hovedstaden;0-9;8374;1;0;110;06/04/2021
Midtjylland;0-9;2974;0;0;22;06/04/2021
Nordjylland;0-9;938;0;0;7;06/04/2021
Sjælland;0-9;1941;0;0;18;06/04/2021
Syddanmark;0-9;2693;0;1;22;06/04/2021
;10-19;91;0;0;0;06/04/2021
Hovedstaden;10-19;15974;0;0;89;06/04/2021
Midtjylland;10-19;6618;0;1;27;06/04/2021
Nordjylland;10-19;2378;0;0;8;06/04/2021
Sjælland;10-19;5214;0;0;39;06/04/2021
Syddanmark;10-19;5790;0;0;17;06/04/2021
;20-29;507;0;0;11;06/04/2021
Hovedstaden;20-29;22614;0;5;292;06/04/2021
Midtjylland;20-29;7937;0;2;81;06/04/2021
Nordjylland;20-29;2923;0;1;37;06/04/2021
Sjælland;20-29;4178;0;0;76;06/04/2021
Syddanmark;20-29;5634;0;3;77;06/04/2021
;30-39;571;0;0;21;06/04/2021
Hovedstaden;30-39;16564;4;4;479;06/04/2021
Midtjylland;30-39;5163;0;0;116;06/04/2021
Nordjylland;30-39;1875;0;1;39;06/04/2021
Sjælland;30-39;3976;2;1;118;06/04/2021
Syddanmark;30-39;4260;0;5;100;06/04/2021
;40-49;519;0;0;30;06/04/2021
Hovedstaden;40-49;16007;4;15;630;06/04/2021
Midtjylland;40-49;5619;1;1;187;06/04/2021
Nordjylland;40-49;2071;0;0;67;06/04/2021
Sjælland;40-49;5224;1;6;223;06/04/2021
Syddanmark;40-49;4956;1;7;164;06/04/2021
;50-59;332;1;0;41;06/04/2021
Hovedstaden;50-59;14811;28;17;958;06/04/2021
Midtjylland;50-59;5706;9;9;352;06/04/2021
Nordjylland;50-59;2357;3;3;109;06/04/2021
Sjælland;50-59;5388;9;6;334;06/04/2021
Syddanmark;50-59;4910;4;7;267;06/04/2021
;60-69;119;0;1;23;06/04/2021
Hovedstaden;60-69;7757;111;13;990;06/04/2021
Midtjylland;60-69;3170;28;7;327;06/04/2021
Nordjylland;60-69;1512;10;4;138;06/04/2021
Sjælland;60-69;2958;36;4;382;06/04/2021
Syddanmark;60-69;2731;16;9;280;06/04/2021
;70-79;27;0;0;11;06/04/2021
Hovedstaden;70-79;4835;327;29;1464;06/04/2021
Midtjylland;70-79;1827;86;3;448;06/04/2021
Nordjylland;70-79;956;60;8;222;06/04/2021
Sjælland;70-79;1911;108;8;556;06/04/2021
Syddanmark;70-79;1663;56;14;363;06/04/2021
;80-89;10;1;0;5;06/04/2021
Hovedstaden;80-89;2822;519;11;1284;06/04/2021
Midtjylland;80-89;885;149;2;311;06/04/2021
Nordjylland;80-89;436;62;2;176;06/04/2021
Sjælland;80-89;960;155;1;456;06/04/2021
Syddanmark;80-89;737;90;6;274;06/04/2021
;90+;12;1;0;0;06/04/2021
Hovedstaden;90+;993;304;1;386;06/04/2021
Midtjylland;90+;260;69;0;78;06/04/2021
Nordjylland;90+;125;43;0;38;06/04/2021
Sjælland;90+;273;88;1;131;06/04/2021
Syddanmark;90+;167;45;0;60;06/04/2021
