"Kommune";"Aldersgruppe";"Bekræftede tilfælde";"Dagsdato"
;0-9;56;2021-03-10
019;0-9;14;2021-03-10
101;0-9;2604;2021-03-10
147;0-9;383;2021-03-10
151;0-9;222;2021-03-10
153;0-9;241;2021-03-10
155;0-9;73;2021-03-10
157;0-9;210;2021-03-10
159;0-9;352;2021-03-10
161;0-9;108;2021-03-10
163;0-9;174;2021-03-10
165;0-9;184;2021-03-10
167;0-9;289;2021-03-10
169;0-9;329;2021-03-10
173;0-9;179;2021-03-10
175;0-9;216;2021-03-10
183;0-9;220;2021-03-10
185;0-9;238;2021-03-10
187;0-9;116;2021-03-10
190;0-9;127;2021-03-10
201;0-9;50;2021-03-10
210;0-9;135;2021-03-10
217;0-9;213;2021-03-10
219;0-9;148;2021-03-10
223;0-9;42;2021-03-10
230;0-9;138;2021-03-10
240;0-9;198;2021-03-10
250;0-9;84;2021-03-10
253;0-9;201;2021-03-10
259;0-9;182;2021-03-10
260;0-9;29;2021-03-10
265;0-9;259;2021-03-10
269;0-9;81;2021-03-10
270;0-9;89;2021-03-10
306;0-9;28;2021-03-10
316;0-9;137;2021-03-10
320;0-9;50;2021-03-10
326;0-9;73;2021-03-10
329;0-9;69;2021-03-10
330;0-9;208;2021-03-10
336;0-9;36;2021-03-10
340;0-9;47;2021-03-10
350;0-9;82;2021-03-10
360;0-9;33;2021-03-10
370;0-9;146;2021-03-10
376;0-9;82;2021-03-10
390;0-9;47;2021-03-10
400;0-9;26;2021-03-10
410;0-9;54;2021-03-10
420;0-9;35;2021-03-10
430;0-9;48;2021-03-10
440;0-9;46;2021-03-10
450;0-9;53;2021-03-10
461;0-9;542;2021-03-10
479;0-9;49;2021-03-10
480;0-9;36;2021-03-10
482;0-9;5;2021-03-10
492;0-9;3;2021-03-10
510;0-9;52;2021-03-10
530;0-9;28;2021-03-10
540;0-9;121;2021-03-10
550;0-9;36;2021-03-10
561;0-9;185;2021-03-10
563;0-9;1;2021-03-10
573;0-9;69;2021-03-10
575;0-9;64;2021-03-10
580;0-9;85;2021-03-10
607;0-9;89;2021-03-10
615;0-9;139;2021-03-10
621;0-9;338;2021-03-10
630;0-9;265;2021-03-10
657;0-9;128;2021-03-10
661;0-9;99;2021-03-10
665;0-9;23;2021-03-10
671;0-9;40;2021-03-10
706;0-9;42;2021-03-10
707;0-9;57;2021-03-10
710;0-9;87;2021-03-10
727;0-9;44;2021-03-10
730;0-9;180;2021-03-10
740;0-9;220;2021-03-10
741;0-9;2;2021-03-10
746;0-9;136;2021-03-10
751;0-9;1134;2021-03-10
756;0-9;64;2021-03-10
760;0-9;42;2021-03-10
766;0-9;60;2021-03-10
773;0-9;22;2021-03-10
779;0-9;48;2021-03-10
787;0-9;46;2021-03-10
791;0-9;115;2021-03-10
810;0-9;60;2021-03-10
813;0-9;70;2021-03-10
820;0-9;22;2021-03-10
840;0-9;52;2021-03-10
846;0-9;36;2021-03-10
849;0-9;65;2021-03-10
851;0-9;417;2021-03-10
860;0-9;75;2021-03-10
;10-19;58;2021-03-10
011;10-19;3;2021-03-10
019;10-19;17;2021-03-10
101;10-19;4522;2021-03-10
147;10-19;610;2021-03-10
151;10-19;453;2021-03-10
153;10-19;440;2021-03-10
155;10-19;104;2021-03-10
157;10-19;713;2021-03-10
159;10-19;642;2021-03-10
161;10-19;222;2021-03-10
163;10-19;394;2021-03-10
165;10-19;364;2021-03-10
167;10-19;633;2021-03-10
169;10-19;643;2021-03-10
173;10-19;417;2021-03-10
175;10-19;432;2021-03-10
183;10-19;429;2021-03-10
185;10-19;432;2021-03-10
187;10-19;222;2021-03-10
190;10-19;319;2021-03-10
201;10-19;149;2021-03-10
210;10-19;272;2021-03-10
217;10-19;450;2021-03-10
219;10-19;320;2021-03-10
223;10-19;153;2021-03-10
230;10-19;497;2021-03-10
240;10-19;337;2021-03-10
250;10-19;206;2021-03-10
253;10-19;461;2021-03-10
259;10-19;481;2021-03-10
260;10-19;95;2021-03-10
265;10-19;536;2021-03-10
269;10-19;284;2021-03-10
270;10-19;231;2021-03-10
306;10-19;139;2021-03-10
316;10-19;359;2021-03-10
320;10-19;166;2021-03-10
326;10-19;277;2021-03-10
329;10-19;194;2021-03-10
330;10-19;683;2021-03-10
336;10-19;112;2021-03-10
340;10-19;94;2021-03-10
350;10-19;173;2021-03-10
360;10-19;142;2021-03-10
370;10-19;436;2021-03-10
376;10-19;192;2021-03-10
390;10-19;216;2021-03-10
400;10-19;83;2021-03-10
410;10-19;144;2021-03-10
420;10-19;102;2021-03-10
430;10-19;140;2021-03-10
440;10-19;118;2021-03-10
450;10-19;128;2021-03-10
461;10-19;1249;2021-03-10
479;10-19;203;2021-03-10
480;10-19;108;2021-03-10
482;10-19;23;2021-03-10
492;10-19;5;2021-03-10
510;10-19;170;2021-03-10
530;10-19;87;2021-03-10
540;10-19;369;2021-03-10
550;10-19;164;2021-03-10
561;10-19;416;2021-03-10
563;10-19;7;2021-03-10
573;10-19;173;2021-03-10
575;10-19;134;2021-03-10
580;10-19;181;2021-03-10
607;10-19;199;2021-03-10
615;10-19;362;2021-03-10
621;10-19;457;2021-03-10
630;10-19;496;2021-03-10
657;10-19;278;2021-03-10
661;10-19;302;2021-03-10
665;10-19;52;2021-03-10
671;10-19;137;2021-03-10
706;10-19;100;2021-03-10
707;10-19;89;2021-03-10
710;10-19;211;2021-03-10
727;10-19;123;2021-03-10
730;10-19;426;2021-03-10
740;10-19;495;2021-03-10
741;10-19;7;2021-03-10
746;10-19;327;2021-03-10
751;10-19;2361;2021-03-10
756;10-19;176;2021-03-10
760;10-19;144;2021-03-10
766;10-19;197;2021-03-10
773;10-19;56;2021-03-10
779;10-19;135;2021-03-10
787;10-19;143;2021-03-10
791;10-19;313;2021-03-10
810;10-19;140;2021-03-10
813;10-19;206;2021-03-10
820;10-19;97;2021-03-10
825;10-19;1;2021-03-10
840;10-19;118;2021-03-10
846;10-19;130;2021-03-10
849;10-19;147;2021-03-10
851;10-19;1009;2021-03-10
860;10-19;200;2021-03-10
;20-29;381;2021-03-10
011;20-29;96;2021-03-10
019;20-29;10;2021-03-10
101;20-29;11893;2021-03-10
147;20-29;1531;2021-03-10
151;20-29;398;2021-03-10
153;20-29;430;2021-03-10
155;20-29;55;2021-03-10
157;20-29;419;2021-03-10
159;20-29;642;2021-03-10
161;20-29;235;2021-03-10
163;20-29;266;2021-03-10
165;20-29;304;2021-03-10
167;20-29;534;2021-03-10
169;20-29;587;2021-03-10
173;20-29;399;2021-03-10
175;20-29;429;2021-03-10
183;20-29;347;2021-03-10
185;20-29;292;2021-03-10
187;20-29;169;2021-03-10
190;20-29;192;2021-03-10
201;20-29;81;2021-03-10
210;20-29;214;2021-03-10
217;20-29;344;2021-03-10
219;20-29;296;2021-03-10
223;20-29;69;2021-03-10
230;20-29;252;2021-03-10
240;20-29;189;2021-03-10
250;20-29;194;2021-03-10
253;20-29;359;2021-03-10
259;20-29;405;2021-03-10
260;20-29;107;2021-03-10
265;20-29;614;2021-03-10
269;20-29;117;2021-03-10
270;20-29;126;2021-03-10
306;20-29;76;2021-03-10
316;20-29;293;2021-03-10
320;20-29;140;2021-03-10
326;20-29;146;2021-03-10
329;20-29;213;2021-03-10
330;20-29;498;2021-03-10
336;20-29;72;2021-03-10
340;20-29;90;2021-03-10
350;20-29;95;2021-03-10
360;20-29;85;2021-03-10
370;20-29;399;2021-03-10
376;20-29;181;2021-03-10
390;20-29;118;2021-03-10
400;20-29;51;2021-03-10
410;20-29;74;2021-03-10
420;20-29;70;2021-03-10
430;20-29;115;2021-03-10
440;20-29;50;2021-03-10
450;20-29;86;2021-03-10
461;20-29;1867;2021-03-10
479;20-29;137;2021-03-10
480;20-29;69;2021-03-10
482;20-29;10;2021-03-10
492;20-29;4;2021-03-10
510;20-29;154;2021-03-10
530;20-29;69;2021-03-10
540;20-29;237;2021-03-10
550;20-29;79;2021-03-10
561;20-29;447;2021-03-10
563;20-29;2;2021-03-10
573;20-29;156;2021-03-10
575;20-29;123;2021-03-10
580;20-29;144;2021-03-10
607;20-29;177;2021-03-10
615;20-29;470;2021-03-10
621;20-29;443;2021-03-10
630;20-29;522;2021-03-10
657;20-29;304;2021-03-10
661;20-29;252;2021-03-10
665;20-29;43;2021-03-10
671;20-29;71;2021-03-10
706;20-29;77;2021-03-10
707;20-29;78;2021-03-10
710;20-29;113;2021-03-10
727;20-29;34;2021-03-10
730;20-29;390;2021-03-10
740;20-29;307;2021-03-10
741;20-29;4;2021-03-10
746;20-29;172;2021-03-10
751;20-29;4522;2021-03-10
756;20-29;122;2021-03-10
760;20-29;160;2021-03-10
766;20-29;136;2021-03-10
773;20-29;72;2021-03-10
779;20-29;123;2021-03-10
787;20-29;133;2021-03-10
791;20-29;220;2021-03-10
810;20-29;100;2021-03-10
813;20-29;153;2021-03-10
820;20-29;92;2021-03-10
825;20-29;3;2021-03-10
