"Region";"Bekræftede tilfælde";"Incidens";"Bekræftede tilfælde de senest 7 dage";"Incidens de seneste 7 dage";"Testede";"Test incidens";"Testede de seneste 7 dage";"Test incidens de seneste 7 dage";"Positivprocent de seneste 7 dage"
Hovedstaden;102171;5557;1649;89,7;1499556;81567;268463;14603;0,61
Midtjylland;37622;2843;469;35,4;988015;74664;185594;14025;0,25
Nordjylland;14622;2483;154;26,1;477601;81090;93886;15941;0,16
Sjælland;30004;3592;582;69,7;609929;73024;117149;14026;0,50
Syddanmark;29465;2413;870;71,3;900949;73797;194611;15941;0,45
