"Kommune";"Aldersgruppe";"Bekræftede tilfælde";"Dagsdato"
779;0-9;48;2021-03-15
787;0-9;46;2021-03-15
791;0-9;119;2021-03-15
810;0-9;60;2021-03-15
813;0-9;70;2021-03-15
820;0-9;23;2021-03-15
840;0-9;52;2021-03-15
846;0-9;36;2021-03-15
849;0-9;66;2021-03-15
851;0-9;427;2021-03-15
860;0-9;77;2021-03-15
;10-19;63;2021-03-15
011;10-19;3;2021-03-15
019;10-19;17;2021-03-15
101;10-19;4577;2021-03-15
147;10-19;616;2021-03-15
151;10-19;462;2021-03-15
153;10-19;451;2021-03-15
155;10-19;104;2021-03-15
157;10-19;715;2021-03-15
159;10-19;659;2021-03-15
161;10-19;222;2021-03-15
163;10-19;402;2021-03-15
165;10-19;376;2021-03-15
167;10-19;637;2021-03-15
169;10-19;656;2021-03-15
173;10-19;421;2021-03-15
175;10-19;442;2021-03-15
183;10-19;436;2021-03-15
185;10-19;437;2021-03-15
187;10-19;227;2021-03-15
190;10-19;322;2021-03-15
201;10-19;149;2021-03-15
210;10-19;277;2021-03-15
217;10-19;455;2021-03-15
219;10-19;328;2021-03-15
223;10-19;153;2021-03-15
230;10-19;504;2021-03-15
240;10-19;340;2021-03-15
250;10-19;207;2021-03-15
253;10-19;470;2021-03-15
259;10-19;486;2021-03-15
260;10-19;96;2021-03-15
265;10-19;543;2021-03-15
269;10-19;284;2021-03-15
270;10-19;232;2021-03-15
306;10-19;143;2021-03-15
316;10-19;369;2021-03-15
320;10-19;167;2021-03-15
326;10-19;286;2021-03-15
329;10-19;200;2021-03-15
330;10-19;691;2021-03-15
336;10-19;113;2021-03-15
340;10-19;100;2021-03-15
350;10-19;174;2021-03-15
360;10-19;145;2021-03-15
370;10-19;440;2021-03-15
376;10-19;193;2021-03-15
390;10-19;220;2021-03-15
400;10-19;84;2021-03-15
410;10-19;146;2021-03-15
420;10-19;102;2021-03-15
430;10-19;144;2021-03-15
440;10-19;119;2021-03-15
450;10-19;132;2021-03-15
461;10-19;1266;2021-03-15
479;10-19;206;2021-03-15
480;10-19;112;2021-03-15
482;10-19;23;2021-03-15
492;10-19;5;2021-03-15
510;10-19;180;2021-03-15
530;10-19;92;2021-03-15
540;10-19;373;2021-03-15
550;10-19;165;2021-03-15
561;10-19;453;2021-03-15
563;10-19;7;2021-03-15
573;10-19;173;2021-03-15
575;10-19;135;2021-03-15
580;10-19;187;2021-03-15
607;10-19;201;2021-03-15
615;10-19;367;2021-03-15
621;10-19;466;2021-03-15
630;10-19;514;2021-03-15
657;10-19;279;2021-03-15
661;10-19;305;2021-03-15
665;10-19;52;2021-03-15
671;10-19;139;2021-03-15
706;10-19;101;2021-03-15
707;10-19;91;2021-03-15
710;10-19;212;2021-03-15
727;10-19;126;2021-03-15
730;10-19;455;2021-03-15
740;10-19;498;2021-03-15
741;10-19;7;2021-03-15
746;10-19;328;2021-03-15
751;10-19;2379;2021-03-15
756;10-19;177;2021-03-15
760;10-19;144;2021-03-15
766;10-19;199;2021-03-15
773;10-19;57;2021-03-15
779;10-19;140;2021-03-15
787;10-19;147;2021-03-15
791;10-19;323;2021-03-15
810;10-19;141;2021-03-15
813;10-19;212;2021-03-15
820;10-19;100;2021-03-15
825;10-19;1;2021-03-15
840;10-19;120;2021-03-15
846;10-19;134;2021-03-15
849;10-19;148;2021-03-15
851;10-19;1018;2021-03-15
860;10-19;201;2021-03-15
;20-29;392;2021-03-15
011;20-29;96;2021-03-15
019;20-29;10;2021-03-15
101;20-29;11980;2021-03-15
147;20-29;1540;2021-03-15
151;20-29;403;2021-03-15
153;20-29;437;2021-03-15
155;20-29;59;2021-03-15
157;20-29;427;2021-03-15
159;20-29;653;2021-03-15
161;20-29;242;2021-03-15
163;20-29;269;2021-03-15
165;20-29;310;2021-03-15
167;20-29;539;2021-03-15
169;20-29;609;2021-03-15
173;20-29;401;2021-03-15
175;20-29;430;2021-03-15
183;20-29;357;2021-03-15
185;20-29;294;2021-03-15
187;20-29;169;2021-03-15
190;20-29;200;2021-03-15
201;20-29;84;2021-03-15
210;20-29;221;2021-03-15
217;20-29;351;2021-03-15
219;20-29;301;2021-03-15
223;20-29;71;2021-03-15
230;20-29;254;2021-03-15
240;20-29;194;2021-03-15
250;20-29;196;2021-03-15
253;20-29;360;2021-03-15
259;20-29;408;2021-03-15
260;20-29;107;2021-03-15
265;20-29;618;2021-03-15
269;20-29;118;2021-03-15
270;20-29;127;2021-03-15
306;20-29;82;2021-03-15
316;20-29;300;2021-03-15
320;20-29;140;2021-03-15
326;20-29;147;2021-03-15
329;20-29;216;2021-03-15
330;20-29;508;2021-03-15
336;20-29;73;2021-03-15
340;20-29;93;2021-03-15
350;20-29;98;2021-03-15
360;20-29;87;2021-03-15
370;20-29;403;2021-03-15
376;20-29;184;2021-03-15
390;20-29;119;2021-03-15
400;20-29;51;2021-03-15
410;20-29;74;2021-03-15
420;20-29;72;2021-03-15
430;20-29;119;2021-03-15
440;20-29;52;2021-03-15
450;20-29;88;2021-03-15
461;20-29;1902;2021-03-15
479;20-29;138;2021-03-15
480;20-29;70;2021-03-15
482;20-29;10;2021-03-15
492;20-29;4;2021-03-15
510;20-29;166;2021-03-15
530;20-29;71;2021-03-15
540;20-29;237;2021-03-15
550;20-29;79;2021-03-15
561;20-29;484;2021-03-15
563;20-29;2;2021-03-15
573;20-29;156;2021-03-15
575;20-29;126;2021-03-15
580;20-29;152;2021-03-15
607;20-29;180;2021-03-15
615;20-29;472;2021-03-15
621;20-29;453;2021-03-15
630;20-29;547;2021-03-15
657;20-29;304;2021-03-15
661;20-29;255;2021-03-15
665;20-29;44;2021-03-15
671;20-29;71;2021-03-15
706;20-29;79;2021-03-15
707;20-29;80;2021-03-15
710;20-29;118;2021-03-15
727;20-29;36;2021-03-15
730;20-29;405;2021-03-15
740;20-29;312;2021-03-15
741;20-29;4;2021-03-15
746;20-29;177;2021-03-15
751;20-29;4563;2021-03-15
756;20-29;125;2021-03-15
760;20-29;162;2021-03-15
766;20-29;137;2021-03-15
773;20-29;73;2021-03-15
779;20-29;125;2021-03-15
787;20-29;133;2021-03-15
791;20-29;223;2021-03-15
810;20-29;100;2021-03-15
813;20-29;153;2021-03-15
820;20-29;96;2021-03-15
825;20-29;3;2021-03-15
840;20-29;51;2021-03-15
846;20-29;128;2021-03-15
849;20-29;91;2021-03-15
851;20-29;1811;2021-03-15
860;20-29;151;2021-03-15
;30-39;343;2021-03-15
011;30-39;174;2021-03-15
019;30-39;23;2021-03-15
101;30-39;7088;2021-03-15
147;30-39;904;2021-03-15
151;30-39;373;2021-03-15
153;30-39;412;2021-03-15
155;30-39;78;2021-03-15
157;30-39;347;2021-03-15
159;30-39;591;2021-03-15
161;30-39;255;2021-03-15
163;30-39;287;2021-03-15
165;30-39;288;2021-03-15
167;30-39;517;2021-03-15
169;30-39;597;2021-03-15
173;30-39;282;2021-03-15
175;30-39;379;2021-03-15
183;30-39;364;2021-03-15
185;30-39;322;2021-03-15
187;30-39;228;2021-03-15
190;30-39;217;2021-03-15
201;30-39;96;2021-03-15
210;30-39;208;2021-03-15
217;30-39;328;2021-03-15
219;30-39;279;2021-03-15
223;30-39;72;2021-03-15
230;30-39;227;2021-03-15
240;30-39;278;2021-03-15
250;30-39;160;2021-03-15
253;30-39;349;2021-03-15
259;30-39;352;2021-03-15
260;30-39;97;2021-03-15
265;30-39;508;2021-03-15
269;30-39;169;2021-03-15
270;30-39;148;2021-03-15
306;30-39;78;2021-03-15
316;30-39;295;2021-03-15
320;30-39;151;2021-03-15
326;30-39;146;2021-03-15
329;30-39;177;2021-03-15
330;30-39;436;2021-03-15
336;30-39;89;2021-03-15
340;30-39;102;2021-03-15
350;30-39;152;2021-03-15
360;30-39;100;2021-03-15
370;30-39;332;2021-03-15
376;30-39;194;2021-03-15
390;30-39;132;2021-03-15
400;30-39;70;2021-03-15
410;30-39;78;2021-03-15
420;30-39;88;2021-03-15
430;30-39;108;2021-03-15
440;30-39;44;2021-03-15
450;30-39;101;2021-03-15
461;30-39;954;2021-03-15
479;30-39;96;2021-03-15
480;30-39;65;2021-03-15
482;30-39;14;2021-03-15
492;30-39;1;2021-03-15
510;30-39;93;2021-03-15
530;30-39;78;2021-03-15
540;30-39;177;2021-03-15
550;30-39;66;2021-03-15
561;30-39;346;2021-03-15
563;30-39;5;2021-03-15
573;30-39;148;2021-03-15
575;30-39;125;2021-03-15
580;30-39;137;2021-03-15
607;30-39;149;2021-03-15
615;30-39;363;2021-03-15
621;30-39;475;2021-03-15
630;30-39;511;2021-03-15
657;30-39;309;2021-03-15
661;30-39;218;2021-03-15
665;30-39;49;2021-03-15
671;30-39;78;2021-03-15
706;30-39;81;2021-03-15
707;30-39;74;2021-03-15
710;30-39;161;2021-03-15
727;30-39;56;2021-03-15
730;30-39;323;2021-03-15
740;30-39;317;2021-03-15
741;30-39;6;2021-03-15
746;30-39;242;2021-03-15
751;30-39;1944;2021-03-15
756;30-39;119;2021-03-15
760;30-39;130;2021-03-15
766;30-39;117;2021-03-15
773;30-39;42;2021-03-15
779;30-39;103;2021-03-15
787;30-39;118;2021-03-15
791;30-39;233;2021-03-15
810;30-39;128;2021-03-15
813;30-39;152;2021-03-15
820;30-39;104;2021-03-15
840;30-39;96;2021-03-15
846;30-39;118;2021-03-15
849;30-39;114;2021-03-15
851;30-39;770;2021-03-15
860;30-39;168;2021-03-15
961;30-39;1;2021-03-15
;40-49;300;2021-03-15
011;40-49;168;2021-03-15
012;40-49;1;2021-03-15
019;40-49;15;2021-03-15
101;40-49;5018;2021-03-15
147;40-49;786;2021-03-15
151;40-49;469;2021-03-15
153;40-49;421;2021-03-15
155;40-49;104;2021-03-15
157;40-49;571;2021-03-15
159;40-49;601;2021-03-15
161;40-49;217;2021-03-15
163;40-49;336;2021-03-15
165;40-49;346;2021-03-15
167;40-49;579;2021-03-15
169;40-49;596;2021-03-15
173;40-49;376;2021-03-15
175;40-49;442;2021-03-15
183;40-49;371;2021-03-15
185;40-49;464;2021-03-15
187;40-49;217;2021-03-15
190;40-49;269;2021-03-15
201;40-49;135;2021-03-15
210;40-49;268;2021-03-15
217;40-49;448;2021-03-15
219;40-49;317;2021-03-15
223;40-49;130;2021-03-15
230;40-49;378;2021-03-15
240;40-49;395;2021-03-15
250;40-49;250;2021-03-15
253;40-49;486;2021-03-15
259;40-49;462;2021-03-15
260;40-49;118;2021-03-15
265;40-49;545;2021-03-15
269;40-49;216;2021-03-15
270;40-49;228;2021-03-15
306;40-49;125;2021-03-15
316;40-49;412;2021-03-15
320;40-49;218;2021-03-15
326;40-49;213;2021-03-15
329;40-49;254;2021-03-15
330;40-49;588;2021-03-15
336;40-49;135;2021-03-15
340;40-49;164;2021-03-15
350;40-49;190;2021-03-15
360;40-49;164;2021-03-15
370;40-49;430;2021-03-15
376;40-49;224;2021-03-15
390;40-49;195;2021-03-15
400;40-49;92;2021-03-15
410;40-49;131;2021-03-15
420;40-49;103;2021-03-15
430;40-49;144;2021-03-15
440;40-49;78;2021-03-15
450;40-49;130;2021-03-15
461;40-49;891;2021-03-15
479;40-49;201;2021-03-15
480;40-49;92;2021-03-15
482;40-49;17;2021-03-15
492;40-49;5;2021-03-15
510;40-49;139;2021-03-15
530;40-49;98;2021-03-15
540;40-49;315;2021-03-15
550;40-49;104;2021-03-15
561;40-49;444;2021-03-15
563;40-49;11;2021-03-15
573;40-49;158;2021-03-15
575;40-49;166;2021-03-15
580;40-49;150;2021-03-15
607;40-49;191;2021-03-15
615;40-49;426;2021-03-15
621;40-49;465;2021-03-15
630;40-49;488;2021-03-15
657;40-49;312;2021-03-15
661;40-49;292;2021-03-15
665;40-49;43;2021-03-15
671;40-49;104;2021-03-15
706;40-49;114;2021-03-15
707;40-49;91;2021-03-15
710;40-49;190;2021-03-15
727;40-49;90;2021-03-15
730;40-49;384;2021-03-15
740;40-49;406;2021-03-15
741;40-49;8;2021-03-15
746;40-49;337;2021-03-15
751;40-49;1701;2021-03-15
756;40-49;152;2021-03-15
760;40-49;141;2021-03-15
766;40-49;193;2021-03-15
773;40-49;84;2021-03-15
779;40-49;128;2021-03-15
787;40-49;135;2021-03-15
791;40-49;310;2021-03-15
810;40-49;136;2021-03-15
813;40-49;166;2021-03-15
820;40-49;93;2021-03-15
825;40-49;5;2021-03-15
840;40-49;101;2021-03-15
846;40-49;143;2021-03-15
849;40-49;149;2021-03-15
851;40-49;775;2021-03-15
860;40-49;192;2021-03-15
;50-59;211;2021-03-15
011;50-59;92;2021-03-15
012;50-59;2;2021-03-15
019;50-59;7;2021-03-15
101;50-59;4174;2021-03-15
147;50-59;679;2021-03-15
151;50-59;485;2021-03-15
153;50-59;382;2021-03-15
155;50-59;127;2021-03-15
157;50-59;596;2021-03-15
159;50-59;609;2021-03-15
161;50-59;198;2021-03-15
163;50-59;308;2021-03-15
165;50-59;290;2021-03-15
167;50-59;472;2021-03-15
169;50-59;487;2021-03-15
173;50-59;370;2021-03-15
175;50-59;364;2021-03-15
183;50-59;306;2021-03-15
185;50-59;352;2021-03-15
187;50-59;161;2021-03-15
190;50-59;274;2021-03-15
201;50-59;166;2021-03-15
210;50-59;314;2021-03-15
217;50-59;543;2021-03-15
219;50-59;376;2021-03-15
223;50-59;196;2021-03-15
230;50-59;457;2021-03-15
240;50-59;390;2021-03-15
250;50-59;285;2021-03-15
253;50-59;444;2021-03-15
259;50-59;507;2021-03-15
260;50-59;158;2021-03-15
265;50-59;548;2021-03-15
269;50-59;202;2021-03-15
270;50-59;281;2021-03-15
306;50-59;143;2021-03-15
316;50-59;446;2021-03-15
320;50-59;250;2021-03-15
326;50-59;240;2021-03-15
329;50-59;231;2021-03-15
330;50-59;540;2021-03-15
336;50-59;131;2021-03-15
340;50-59;136;2021-03-15
350;50-59;193;2021-03-15
360;50-59;161;2021-03-15
370;50-59;504;2021-03-15
376;50-59;283;2021-03-15
390;50-59;201;2021-03-15
400;50-59;96;2021-03-15
410;50-59;151;2021-03-15
420;50-59;111;2021-03-15
430;50-59;174;2021-03-15
440;50-59;102;2021-03-15
450;50-59;142;2021-03-15
461;50-59;868;2021-03-15
479;50-59;199;2021-03-15
480;50-59;88;2021-03-15
482;50-59;26;2021-03-15
492;50-59;11;2021-03-15
510;50-59;151;2021-03-15
530;50-59;91;2021-03-15
540;50-59;256;2021-03-15
550;50-59;108;2021-03-15
561;50-59;486;2021-03-15
573;50-59;178;2021-03-15
575;50-59;150;2021-03-15
580;50-59;220;2021-03-15
607;50-59;193;2021-03-15
615;50-59;392;2021-03-15
621;50-59;392;2021-03-15
630;50-59;460;2021-03-15
657;50-59;338;2021-03-15
661;50-59;303;2021-03-15
665;50-59;90;2021-03-15
671;50-59;125;2021-03-15
706;50-59;124;2021-03-15
707;50-59;129;2021-03-15
710;50-59;190;2021-03-15
727;50-59;100;2021-03-15
730;50-59;440;2021-03-15
740;50-59;339;2021-03-15
741;50-59;15;2021-03-15
746;50-59;292;2021-03-15
751;50-59;1677;2021-03-15
756;50-59;166;2021-03-15
760;50-59;186;2021-03-15
766;50-59;193;2021-03-15
773;50-59;106;2021-03-15
779;50-59;139;2021-03-15
787;50-59;171;2021-03-15
791;50-59;308;2021-03-15
810;50-59;173;2021-03-15
813;50-59;279;2021-03-15
820;50-59;111;2021-03-15
825;50-59;6;2021-03-15
840;50-59;100;2021-03-15
846;50-59;153;2021-03-15
849;50-59;174;2021-03-15
851;50-59;758;2021-03-15
860;50-59;251;2021-03-15
;60-69;97;2021-03-15
011;60-69;16;2021-03-15
019;60-69;1;2021-03-15
101;60-69;2084;2021-03-15
147;60-69;358;2021-03-15
151;60-69;214;2021-03-15
153;60-69;241;2021-03-15
155;60-69;70;2021-03-15
157;60-69;343;2021-03-15
159;60-69;332;2021-03-15
161;60-69;108;2021-03-15
163;60-69;179;2021-03-15
165;60-69;159;2021-03-15
167;60-69;276;2021-03-15
169;60-69;248;2021-03-15
173;60-69;203;2021-03-15
175;60-69;221;2021-03-15
183;60-69;139;2021-03-15
185;60-69;205;2021-03-15
187;60-69;71;2021-03-15
190;60-69;131;2021-03-15
201;60-69;75;2021-03-15
210;60-69;180;2021-03-15
217;60-69;323;2021-03-15
219;60-69;207;2021-03-15
223;60-69;109;2021-03-15
230;60-69;213;2021-03-15
240;60-69;164;2021-03-15
250;60-69;138;2021-03-15
253;60-69;201;2021-03-15
259;60-69;195;2021-03-15
260;60-69;114;2021-03-15
265;60-69;281;2021-03-15
269;60-69;96;2021-03-15
270;60-69;174;2021-03-15
306;60-69;119;2021-03-15
316;60-69;280;2021-03-15
320;60-69;128;2021-03-15
326;60-69;169;2021-03-15
329;60-69;102;2021-03-15
330;60-69;287;2021-03-15
336;60-69;77;2021-03-15
340;60-69;106;2021-03-15
350;60-69;90;2021-03-15
360;60-69;133;2021-03-15
370;60-69;292;2021-03-15
376;60-69;201;2021-03-15
390;60-69;130;2021-03-15
400;60-69;66;2021-03-15
410;60-69;91;2021-03-15
420;60-69;58;2021-03-15
430;60-69;89;2021-03-15
440;60-69;64;2021-03-15
450;60-69;90;2021-03-15
461;60-69;438;2021-03-15
479;60-69;119;2021-03-15
480;60-69;57;2021-03-15
482;60-69;28;2021-03-15
492;60-69;4;2021-03-15
510;60-69;84;2021-03-15
530;60-69;49;2021-03-15
540;60-69;121;2021-03-15
550;60-69;70;2021-03-15
561;60-69;259;2021-03-15
563;60-69;7;2021-03-15
573;60-69;128;2021-03-15
575;60-69;88;2021-03-15
580;60-69;118;2021-03-15
607;60-69;111;2021-03-15
615;60-69;181;2021-03-15
621;60-69;244;2021-03-15
630;60-69;249;2021-03-15
657;60-69;214;2021-03-15
661;60-69;198;2021-03-15
665;60-69;45;2021-03-15
671;60-69;80;2021-03-15
706;60-69;78;2021-03-15
707;60-69;81;2021-03-15
710;60-69;81;2021-03-15
727;60-69;55;2021-03-15
730;60-69;235;2021-03-15
740;60-69;192;2021-03-15
741;60-69;24;2021-03-15
746;60-69;162;2021-03-15
751;60-69;936;2021-03-15
756;60-69;98;2021-03-15
760;60-69;108;2021-03-15
766;60-69;104;2021-03-15
773;60-69;55;2021-03-15
779;60-69;80;2021-03-15
787;60-69;152;2021-03-15
791;60-69;170;2021-03-15
810;60-69;90;2021-03-15
813;60-69;166;2021-03-15
820;60-69;92;2021-03-15
825;60-69;3;2021-03-15
840;60-69;67;2021-03-15
846;60-69;127;2021-03-15
849;60-69;122;2021-03-15
851;60-69;457;2021-03-15
860;60-69;147;2021-03-15
;70-79;26;2021-03-15
011;70-79;2;2021-03-15
101;70-79;1178;2021-03-15
147;70-79;319;2021-03-15
151;70-79;153;2021-03-15
153;70-79;141;2021-03-15
155;70-79;41;2021-03-15
157;70-79;210;2021-03-15
159;70-79;172;2021-03-15
161;70-79;74;2021-03-15
163;70-79;97;2021-03-15
165;70-79;92;2021-03-15
167;70-79;112;2021-03-15
169;70-79;161;2021-03-15
173;70-79;138;2021-03-15
175;70-79;98;2021-03-15
183;70-79;96;2021-03-15
185;70-79;137;2021-03-15
187;70-79;64;2021-03-15
190;70-79;84;2021-03-15
201;70-79;62;2021-03-15
210;70-79;124;2021-03-15
217;70-79;217;2021-03-15
219;70-79;131;2021-03-15
223;70-79;82;2021-03-15
230;70-79;139;2021-03-15
240;70-79;158;2021-03-15
250;70-79;99;2021-03-15
253;70-79;134;2021-03-15
259;70-79;169;2021-03-15
260;70-79;66;2021-03-15
265;70-79;189;2021-03-15
269;70-79;70;2021-03-15
270;70-79;123;2021-03-15
306;70-79;80;2021-03-15
316;70-79;131;2021-03-15
320;70-79;73;2021-03-15
326;70-79;113;2021-03-15
329;70-79;46;2021-03-15
330;70-79;211;2021-03-15
336;70-79;68;2021-03-15
340;70-79;47;2021-03-15
350;70-79;58;2021-03-15
360;70-79;81;2021-03-15
370;70-79;189;2021-03-15
376;70-79;142;2021-03-15
390;70-79;76;2021-03-15
400;70-79;78;2021-03-15
410;70-79;45;2021-03-15
420;70-79;27;2021-03-15
430;70-79;64;2021-03-15
440;70-79;29;2021-03-15
450;70-79;60;2021-03-15
461;70-79;250;2021-03-15
479;70-79;82;2021-03-15
480;70-79;37;2021-03-15
482;70-79;15;2021-03-15
492;70-79;6;2021-03-15
510;70-79;39;2021-03-15
530;70-79;54;2021-03-15
540;70-79;78;2021-03-15
550;70-79;41;2021-03-15
561;70-79;179;2021-03-15
563;70-79;11;2021-03-15
573;70-79;85;2021-03-15
575;70-79;50;2021-03-15
580;70-79;84;2021-03-15
607;70-79;68;2021-03-15
615;70-79;125;2021-03-15
621;70-79;129;2021-03-15
630;70-79;147;2021-03-15
657;70-79;95;2021-03-15
661;70-79;117;2021-03-15
665;70-79;31;2021-03-15
671;70-79;44;2021-03-15
706;70-79;62;2021-03-15
707;70-79;48;2021-03-15
710;70-79;55;2021-03-15
727;70-79;33;2021-03-15
730;70-79;130;2021-03-15
740;70-79;139;2021-03-15
741;70-79;10;2021-03-15
746;70-79;112;2021-03-15
751;70-79;461;2021-03-15
756;70-79;63;2021-03-15
760;70-79;63;2021-03-15
766;70-79;59;2021-03-15
773;70-79;50;2021-03-15
779;70-79;65;2021-03-15
787;70-79;90;2021-03-15
791;70-79;98;2021-03-15
810;70-79;86;2021-03-15
813;70-79;102;2021-03-15
820;70-79;50;2021-03-15
825;70-79;2;2021-03-15
840;70-79;37;2021-03-15
846;70-79;71;2021-03-15
849;70-79;61;2021-03-15
851;70-79;292;2021-03-15
860;70-79;96;2021-03-15
;80-89;10;2021-03-15
101;80-89;582;2021-03-15
147;80-89;253;2021-03-15
151;80-89;154;2021-03-15
153;80-89;82;2021-03-15
155;80-89;18;2021-03-15
157;80-89;120;2021-03-15
159;80-89;141;2021-03-15
161;80-89;57;2021-03-15
163;80-89;89;2021-03-15
165;80-89;26;2021-03-15
167;80-89;82;2021-03-15
169;80-89;80;2021-03-15
173;80-89;99;2021-03-15
175;80-89;71;2021-03-15
183;80-89;32;2021-03-15
185;80-89;79;2021-03-15
187;80-89;30;2021-03-15
190;80-89;84;2021-03-15
201;80-89;41;2021-03-15
210;80-89;74;2021-03-15
217;80-89;106;2021-03-15
219;80-89;76;2021-03-15
223;80-89;40;2021-03-15
230;80-89;97;2021-03-15
240;80-89;78;2021-03-15
250;80-89;64;2021-03-15
253;80-89;67;2021-03-15
259;80-89;56;2021-03-15
260;80-89;22;2021-03-15
265;80-89;101;2021-03-15
269;80-89;17;2021-03-15
270;80-89;61;2021-03-15
306;80-89;38;2021-03-15
316;80-89;73;2021-03-15
320;80-89;28;2021-03-15
326;80-89;57;2021-03-15
329;80-89;33;2021-03-15
330;80-89;129;2021-03-15
336;80-89;37;2021-03-15
340;80-89;23;2021-03-15
350;80-89;31;2021-03-15
360;80-89;54;2021-03-15
370;80-89;101;2021-03-15
376;80-89;82;2021-03-15
390;80-89;25;2021-03-15
400;80-89;25;2021-03-15
410;80-89;23;2021-03-15
420;80-89;12;2021-03-15
430;80-89;35;2021-03-15
440;80-89;22;2021-03-15
450;80-89;38;2021-03-15
461;80-89;106;2021-03-15
479;80-89;45;2021-03-15
480;80-89;13;2021-03-15
482;80-89;3;2021-03-15
492;80-89;2;2021-03-15
510;80-89;20;2021-03-15
530;80-89;17;2021-03-15
540;80-89;41;2021-03-15
550;80-89;14;2021-03-15
561;80-89;95;2021-03-15
563;80-89;1;2021-03-15
573;80-89;40;2021-03-15
575;80-89;18;2021-03-15
580;80-89;28;2021-03-15
607;80-89;40;2021-03-15
615;80-89;60;2021-03-15
621;80-89;49;2021-03-15
630;80-89;42;2021-03-15
657;80-89;63;2021-03-15
661;80-89;70;2021-03-15
665;80-89;6;2021-03-15
671;80-89;24;2021-03-15
706;80-89;34;2021-03-15
707;80-89;22;2021-03-15
710;80-89;20;2021-03-15
727;80-89;19;2021-03-15
730;80-89;46;2021-03-15
740;80-89;45;2021-03-15
741;80-89;4;2021-03-15
746;80-89;69;2021-03-15
751;80-89;252;2021-03-15
756;80-89;33;2021-03-15
760;80-89;30;2021-03-15
766;80-89;30;2021-03-15
773;80-89;18;2021-03-15
779;80-89;18;2021-03-15
787;80-89;48;2021-03-15
791;80-89;41;2021-03-15
810;80-89;24;2021-03-15
813;80-89;52;2021-03-15
820;80-89;22;2021-03-15
840;80-89;26;2021-03-15
846;80-89;44;2021-03-15
849;80-89;27;2021-03-15
851;80-89;128;2021-03-15
860;80-89;49;2021-03-15
;90+;5;2021-03-15
101;90+;225;2021-03-15
147;90+;113;2021-03-15
151;90+;24;2021-03-15
153;90+;19;2021-03-15
155;90+;7;2021-03-15
157;90+;59;2021-03-15
159;90+;51;2021-03-15
161;90+;26;2021-03-15
163;90+;36;2021-03-15
165;90+;5;2021-03-15
167;90+;21;2021-03-15
169;90+;27;2021-03-15
173;90+;64;2021-03-15
175;90+;28;2021-03-15
183;90+;5;2021-03-15
185;90+;36;2021-03-15
187;90+;11;2021-03-15
190;90+;38;2021-03-15
201;90+;18;2021-03-15
210;90+;26;2021-03-15
217;90+;26;2021-03-15
219;90+;12;2021-03-15
223;90+;16;2021-03-15
230;90+;42;2021-03-15
