ALDER;KØN;TID;INDHOLD
62;1;2016;33757
62;1;2017;32993
62;1;2018;33997
62;1;2019;34320
62;1;2020;34149
62;2;2010;38577
62;2;2011;36198
62;2;2012;34568
62;2;2013;34725
62;2;2014;33282
62;2;2015;33952
62;2;2016;34507
62;2;2017;34074
62;2;2018;34390
62;2;2019;34995
62;2;2020;34667
63;1;2010;39284
63;1;2011;37642
63;1;2012;35214
63;1;2013;33238
63;1;2014;33307
63;1;2015;32584
63;1;2016;32844
63;1;2017;33418
63;1;2018;32641
63;1;2019;33589
63;1;2020;33927
63;2;2010;39349
63;2;2011;38255
63;2;2012;35945
63;2;2013;34308
63;2;2014;34477
63;2;2015;33003
63;2;2016;33699
63;2;2017;34259
63;2;2018;33866
63;2;2019;34148
63;2;2020;34765
64;1;2010;37527
64;1;2011;38741
64;1;2012;37175
64;1;2013;34812
64;1;2014;32810
64;1;2015;32869
64;1;2016;32216
64;1;2017;32439
64;1;2018;33043
64;1;2019;32247
64;1;2020;33161
64;2;2010;37743
64;2;2011;39008
64;2;2012;37948
64;2;2013;35668
64;2;2014;34055
64;2;2015;34226
64;2;2016;32784
64;2;2017;33421
64;2;2018;34015
64;2;2019;33633
64;2;2020;33898
65;1;2010;35030
65;1;2011;37023
65;1;2012;38193
65;1;2013;36693
65;1;2014;34386
65;1;2015;32402
65;1;2016;32451
65;1;2017;31760
65;1;2018;32027
65;1;2019;32642
65;1;2020;31825
65;2;2010;35812
65;2;2011;37350
65;2;2012;38646
65;2;2013;37607
65;2;2014;35415
65;2;2015;33778
65;2;2016;33941
65;2;2017;32514
65;2;2018;33161
65;2;2019;33762
65;2;2020;33384
66;1;2010;31517
66;1;2011;34421
66;1;2012;36403
66;1;2013;37621
66;1;2014;36172
66;1;2015;33917
66;1;2016;31925
66;1;2017;31961
66;1;2018;31310
66;1;2019;31561
66;1;2020;32169
66;2;2010;32990
66;2;2011;35418
66;2;2012;36963
66;2;2013;38275
66;2;2014;37262
66;2;2015;35088
66;2;2016;33470
66;2;2017;33654
66;2;2018;32261
66;2;2019;32844
66;2;2020;33442
67;1;2010;29466
67;1;2011;30981
67;1;2012;33802
67;1;2013;35774
67;1;2014;36987
67;1;2015;35633
67;1;2016;33428
67;1;2017;31388
67;1;2018;31509
67;1;2019;30842
67;1;2020;31049
67;2;2010;30609
67;2;2011;32612
67;2;2012;35062
67;2;2013;36581
67;2;2014;37920
67;2;2015;36923
67;2;2016;34749
67;2;2017;33171
67;2;2018;33332
67;2;2019;31924
67;2;2020;32538
68;1;2010;25602
68;1;2011;28891
68;1;2012;30394
68;1;2013;33179
68;1;2014;35173
68;1;2015;36364
68;1;2016;35062
68;1;2017;32876
68;1;2018;30873
68;1;2019;30960
68;1;2020;30315
68;2;2010;27174
68;2;2011;30237
68;2;2012;32238
68;2;2013;34665
68;2;2014;36227
68;2;2015;37458
68;2;2016;36574
68;2;2017;34364
68;2;2018;32847
68;2;2019;32980
68;2;2020;31546
69;1;2010;24414
69;1;2011;25059
69;1;2012;28298
69;1;2013;29795
69;1;2014;32531
69;1;2015;34492
69;1;2016;35707
69;1;2017;34429
69;1;2018;32304
69;1;2019;30266
69;1;2020;30376
69;2;2010;26227
69;2;2011;26805
69;2;2012;29866
69;2;2013;31845
69;2;2014;34239
69;2;2015;35825
69;2;2016;37041
69;2;2017;36179
69;2;2018;34004
69;2;2019;32478
69;2;2020;32631
70;1;2010;22933
70;1;2011;23895
70;1;2012;24537
70;1;2013;27667
70;1;2014;29138
70;1;2015;31864
70;1;2016;33824
70;1;2017;35060
70;1;2018;33731
70;1;2019;31655
70;1;2020;29697
70;2;2010;24602
70;2;2011;25831
70;2;2012;26409
70;2;2013;29417
70;2;2014;31413
70;2;2015;33781
70;2;2016;35365
70;2;2017;36579
70;2;2018;35736
70;2;2019;33618
70;2;2020;32108
71;1;2010;22037
71;1;2011;22336
71;1;2012;23319
71;1;2013;23947
71;1;2014;27030
71;1;2015;28481
71;1;2016;31159
71;1;2017;33076
71;1;2018;34378
71;1;2019;33006
71;1;2020;30993
71;2;2010;24284
71;2;2011;24209
71;2;2012;25443
71;2;2013;25976
71;2;2014;28993
71;2;2015;30933
71;2;2016;33303
71;2;2017;34856
71;2;2018;36067
71;2;2019;35238
71;2;2020;33197
72;1;2010;20401
72;1;2011;21389
72;1;2012;21675
72;1;2013;22713
72;1;2014;23390
72;1;2015;26417
72;1;2016;27816
72;1;2017;30385
72;1;2018;32307
72;1;2019;33641
72;1;2020;32285
72;2;2010;23330
72;2;2011;23862
72;2;2012;23746
72;2;2013;25017
72;2;2014;25564
72;2;2015;28581
72;2;2016;30454
72;2;2017;32773
72;2;2018;34318
72;2;2019;35526
72;2;2020;34751
73;1;2010;19250
73;1;2011;19718
73;1;2012;20742
73;1;2013;21019
73;1;2014;22054
73;1;2015;22743
73;1;2016;25698
73;1;2017;27124
73;1;2018;29580
73;1;2019;31494
73;1;2020;32812
73;2;2010;21837
73;2;2011;22799
73;2;2012;23386
73;2;2013;23319
73;2;2014;24557
73;2;2015;25133
73;2;2016;28060
73;2;2017;29935
73;2;2018;32222
73;2;2019;33727
73;2;2020;34931
74;1;2010;17659
74;1;2011;18537
74;1;2012;19065
74;1;2013;20088
74;1;2014;20373
74;1;2015;21426
74;1;2016;22101
74;1;2017;24974
74;1;2018;26334
74;1;2019;28731
74;1;2020;30676
74;2;2010;20535
74;2;2011;21270
74;2;2012;22268
74;2;2013;22831
74;2;2014;22855
74;2;2015;24087
74;2;2016;24663
74;2;2017;27526
74;2;2018;29420
74;2;2019;31629
74;2;2020;33104
75;1;2010;16478
75;1;2011;16961
75;1;2012;17879
75;1;2013;18412
75;1;2014;19443
75;1;2015;19723
75;1;2016;20700
75;1;2017;21395
75;1;2018;24196
75;1;2019;25475
75;1;2020;27805
75;2;2010;19688
75;2;2011;20005
75;2;2012;20733
75;2;2013;21758
75;2;2014;22283
75;2;2015;22370
75;2;2016;23615
75;2;2017;24146
75;2;2018;26969
75;2;2019;28803
75;2;2020;30973
76;1;2010;15085
76;1;2011;15770
76;1;2012;16249
76;1;2013;17154
76;1;2014;17766
76;1;2015;18758
76;1;2016;19074
76;1;2017;19991
76;1;2018;20673
76;1;2019;23351
76;1;2020;24623
76;2;2010;18293
76;2;2011;19107
76;2;2012;19393
76;2;2013;20165
76;2;2014;21187
76;2;2015;21676
76;2;2016;21861
76;2;2017;23065
76;2;2018;23571
76;2;2019;26347
76;2;2020;28155
77;1;2010;13990
77;1;2011;14385
77;1;2012;14999
77;1;2013;15525
77;1;2014;16446
77;1;2015;17074
77;1;2016;18009
77;1;2017;18357
77;1;2018;19249
77;1;2019;19879
77;1;2020;22530
77;2;2010;17878
77;2;2011;17701
77;2;2012;18464
77;2;2013;18786
77;2;2014;19569
77;2;2015;20632
77;2;2016;21116
77;2;2017;21293
77;2;2018;22469
77;2;2019;22940
77;2;2020;25724
78;1;2010;12984
78;1;2011;13208
78;1;2012;13613
78;1;2013;14230
78;1;2014;14746
78;1;2015;15684
78;1;2016;16347
78;1;2017;17269
78;1;2018;17595
78;1;2019;18425
78;1;2020;19073
78;2;2010;16847
78;2;2011;17145
78;2;2012;17078
78;2;2013;17761
78;2;2014;18175
78;2;2015;18928
78;2;2016;19997
78;2;2017;20443
78;2;2018;20708
78;2;2019;21772
78;2;2020;22295
79;1;2010;12141
79;1;2011;12223
79;1;2012;12398
79;1;2013;12849
79;1;2014;13469
79;1;2015;14033
79;1;2016;14871
79;1;2017;15588
79;1;2018;16456
79;1;2019;16772
79;1;2020;17582
79;2;2010;16256
79;2;2011;16128
79;2;2012;16460
79;2;2013;16449
79;2;2014;17080
79;2;2015;17516
79;2;2016;18283
79;2;2017;19320
79;2;2018;19762
79;2;2019;20029
79;2;2020;21076
80;1;2010;11275
80;1;2011;11341
80;1;2012;11507
80;1;2013;11614
80;1;2014;12066
80;1;2015;12723
80;1;2016;13268
80;1;2017;14049
80;1;2018;14778
80;1;2019;15577
80;1;2020;15901
80;2;2010;15335
80;2;2011;15437
80;2;2012;15388
80;2;2013;15687
80;2;2014;15730
80;2;2015;16408
80;2;2016;16799
80;2;2017;17578
80;2;2018;18632
80;2;2019;19044
80;2;2020;19331
81;1;2010;10630
81;1;2011;10434
81;1;2012;10574
81;1;2013;10685
81;1;2014;10827
81;1;2015;11310
81;1;2016;11914
81;1;2017;12450
81;1;2018;13194
81;1;2019;13875
81;1;2020;14712
81;2;2010;15016
81;2;2011;14540
81;2;2012;14650
81;2;2013;14639
81;2;2014;14911
81;2;2015;15017
81;2;2016;15625
81;2;2017;16070
81;2;2018;16846
81;2;2019;17827
81;2;2020;18281
82;1;2010;9228
82;1;2011;9702
82;1;2012;9628
82;1;2013;9746
82;1;2014;9888
82;1;2015;10054
82;1;2016;10485
82;1;2017;11087
82;1;2018;11594
82;1;2019;12302
82;1;2020;12955
82;2;2010;13948
82;2;2011;14128
82;2;2012;13749
82;2;2013;13779
82;2;2014;13812
82;2;2015;14160
82;2;2016;14252
82;2;2017;14873
82;2;2018;15221
82;2;2019;16019
82;2;2020;17030
83;1;2010;8549
83;1;2011;8413
83;1;2012;8865
83;1;2013;8813
83;1;2014;8865
83;1;2015;9095
83;1;2016;9277
83;1;2017;9674
83;1;2018;10195
83;1;2019;10671
83;1;2020;11435
83;2;2010;13368
83;2;2011;13033
83;2;2012;13237
83;2;2013;12860
83;2;2014;12951
83;2;2015;13016
83;2;2016;13329
83;2;2017;13403
83;2;2018;14029
83;2;2019;14309
83;2;2020;15148
84;1;2010;7536
84;1;2011;7724
84;1;2012;7579
84;1;2013;8058
84;1;2014;7995
84;1;2015;8050
84;1;2016;8266
84;1;2017;8476
84;1;2018;8885
84;1;2019;9281
84;1;2020;9753
84;2;2010;12662
84;2;2011;12437
84;2;2012;12145
84;2;2013;12289
84;2;2014;11981
84;2;2015;12097
84;2;2016;12154
84;2;2017;12467
84;2;2018;12552
84;2;2019;13183
84;2;2020;13417
85;1;2010;6677
85;1;2011;6680
85;1;2012;6944
85;1;2013;6796
85;1;2014;7144
85;1;2015;7255
85;1;2016;7241
85;1;2017;7470
85;1;2018;7634
85;1;2019;7994
85;1;2020;8428
85;2;2010;11819
85;2;2011;11618
85;2;2012;11489
85;2;2013;11234
85;2;2014;11388
85;2;2015;11146
85;2;2016;11246
85;2;2017;11281
85;2;2018;11558
85;2;2019;11702
85;2;2020;12276
86;1;2010;5549
86;1;2011;5878
86;1;2012;5875
86;1;2013;6134
86;1;2014;6003
86;1;2015;6364
86;1;2016;6447
86;1;2017;6483
86;1;2018;6670
86;1;2019;6811
86;1;2020;7180
86;2;2010;10853
86;2;2011;10773
86;2;2012;10608
86;2;2013;10557
86;2;2014;10338
86;2;2015;10482
86;2;2016;10227
86;2;2017;10346
86;2;2018;10357
86;2;2019;10604
86;2;2020;10783
87;1;2010;4646
87;1;2011;4763
87;1;2012;5098
87;1;2013;5144
87;1;2014;5404
87;1;2015;5264
87;1;2016;5594
87;1;2017;5645
87;1;2018;5658
87;1;2019;5782
87;1;2020;6027
87;2;2010;9308
87;2;2011;9757
87;2;2012;9827
87;2;2013;9660
87;2;2014;9634
87;2;2015;9460
87;2;2016;9532
87;2;2017;9273
87;2;2018;9385
87;2;2019;9384
87;2;2020;9620
88;1;2010;4125
88;1;2011;3913
88;1;2012;4083
88;1;2013;4339
88;1;2014;4432
88;1;2015;4640
88;1;2016;4500
88;1;2017;4793
88;1;2018;4841
88;1;2019;4837
88;1;2020;4999
88;2;2010;8985
88;2;2011;8255
88;2;2012;8691
88;2;2013;8801
88;2;2014;8611
88;2;2015;8673
88;2;2016;8505
88;2;2017;8545
88;2;2018;8318
88;2;2019;8422
88;2;2020;8432
89;1;2010;3396
89;1;2011;3448
89;1;2012;3284
89;1;2013;3456
89;1;2014;3634
89;1;2015;3751
89;1;2016;3920
89;1;2017;3834
89;1;2018;4100
89;1;2019;4058
89;1;2020;4128
89;2;2010;7986
89;2;2011;7865
89;2;2012;7307
89;2;2013;7760
89;2;2014;7752
89;2;2015;7671
89;2;2016;7713
89;2;2017;7548
89;2;2018;7607
89;2;2019;7321
89;2;2020;7462
90;1;2010;2406
90;1;2011;2818
90;1;2012;2826
90;1;2013;2727
90;1;2014;2842
90;1;2015;2983
90;1;2016;3087
90;1;2017;3248
90;1;2018;3195
90;1;2019;3348
90;1;2020;3353
90;2;2010;5873
90;2;2011;6866
90;2;2012;6807
90;2;2013;6324
90;2;2014;6686
90;2;2015;6757
90;2;2016;6723
90;2;2017;6733
90;2;2018;6568
90;2;2019;6591
90;2;2020;6364
91;1;2010;1912
91;1;2011;1926
91;1;2012;2253
91;1;2013;2298
91;1;2014;2212
91;1;2015;2327
91;1;2016;2423
91;1;2017;2512
91;1;2018;2620
91;1;2019;2562
91;1;2020;2697
91;2;2010;5055
91;2;2011;4965
91;2;2012;5898
91;2;2013;5832
91;2;2014;5402
91;2;2015;5734
91;2;2016;5749
91;2;2017;5750
91;2;2018;5781
91;2;2019;5555
91;2;2020;5671
92;1;2010;1364
92;1;2011;1488
92;1;2012;1503
92;1;2013;1780
92;1;2014;1789
92;1;2015;1756
92;1;2016;1830
92;1;2017;1924
92;1;2018;1956
92;1;2019;2053
92;1;2020;2034
92;2;2010;4118
92;2;2011;4212
92;2;2012;4153
92;2;2013;4960
92;2;2014;4861
92;2;2015;4492
92;2;2016;4828
92;2;2017;4867
92;2;2018;4817
92;2;2019;4829
92;2;2020;4667
93;1;2010;1074
93;1;2011;1029
93;1;2012;1149
93;1;2013;1164
93;1;2014;1358
93;1;2015;1405
93;1;2016;1295
93;1;2017;1399
93;1;2018;1474
93;1;2019;1502
93;1;2020;1604
93;2;2010;3391
93;2;2011;3359
93;2;2012;3360
93;2;2013;3388
93;2;2014;4072
93;2;2015;4017
93;2;2016;3619
93;2;2017;4001
93;2;2018;3997
93;2;2019;3944
93;2;2020;4001
94;1;2010;741
94;1;2011;813
94;1;2012;748
94;1;2013;873
94;1;2014;906
94;1;2015;993
94;1;2016;1064
94;1;2017;942
94;1;2018;1035
94;1;2019;1093
94;1;2020;1134
94;2;2010;2475
94;2;2011;2690
94;2;2012;2674
94;2;2013;2723
94;2;2014;2666
94;2;2015;3252
94;2;2016;3172
94;2;2017;2874
94;2;2018;3148
94;2;2019;3184
94;2;2020;3189
95;1;2010;595
95;1;2011;537
95;1;2012;600
95;1;2013;544
95;1;2014;631
95;1;2015;691
95;1;2016;730
95;1;2017;784
95;1;2018;690
95;1;2019;724
95;1;2020;776
95;2;2010;2045
95;2;2011;1950
95;2;2012;2081
95;2;2013;2072
95;2;2014;2108
95;2;2015;2133
95;2;2016;2538
95;2;2017;2489
95;2;2018;2241
95;2;2019;2435
95;2;2020;2489
96;1;2010;379
96;1;2011;417
96;1;2012;394
96;1;2013;406
96;1;2014;383
96;1;2015;452
96;1;2016;477
96;1;2017;521
96;1;2018;549
96;1;2019;487
96;1;2020;505
96;2;2010;1445
96;2;2011;1541
96;2;2012;1485
96;2;2013;1595
96;2;2014;1556
96;2;2015;1600
96;2;2016;1615
96;2;2017;1925
96;2;2018;1876
96;2;2019;1678
96;2;2020;1817
97;1;2010;260
97;1;2011;247
97;1;2012;284
97;1;2013;261
97;1;2014;275
97;1;2015;250
97;1;2016;308
97;1;2017;338
97;1;2018;359
97;1;2019;351
97;1;2020;326
97;2;2010;1111
97;2;2011;1017
97;2;2012;1119
97;2;2013;1093
97;2;2014;1211
97;2;2015;1168
97;2;2016;1196
97;2;2017;1193
97;2;2018;1402
97;2;2019;1357
97;2;2020;1252
98;1;2010;162
98;1;2011;174
98;1;2012;163
98;1;2013;178
98;1;2014;164
98;1;2015;187
98;1;2016;169
98;1;2017;200
98;1;2018;221
98;1;2019;211
98;1;2020;229
98;2;2010;706
98;2;2011;816
98;2;2012;719
98;2;2013;804
98;2;2014;768
98;2;2015;896
98;2;2016;834
98;2;2017;862
98;2;2018;896
98;2;2019;984
98;2;2020;964
99;1;2010;120
99;1;2011;103
99;1;2012;127
99;1;2013;104
99;1;2014;106
99;1;2015;100
99;1;2016;127
99;1;2017;106
99;1;2018;139
99;1;2019;138
99;1;2020;139
99;2;2010;498
99;2;2011;498
99;2;2012;568
99;2;2013;497
99;2;2014;533
99;2;2015;558
99;2;2016;622
99;2;2017;565
99;2;2018;583
99;2;2019;614
99;2;2020;683
100;1;2010;59
100;1;2011;68
100;1;2012;71
100;1;2013;81
100;1;2014;69
100;1;2015;63
100;1;2016;55
100;1;2017;78
100;1;2018;57
100;1;2019;77
100;1;2020;86
100;2;2010;301
100;2;2011;317
100;2;2012;337
100;2;2013;381
100;2;2014;334
100;2;2015;353
100;2;2016;370
100;2;2017;427
100;2;2018;375
100;2;2019;381
100;2;2020;404
101;1;2010;43
101;1;2011;29
101;1;2012;39
101;1;2013;44
101;1;2014;41
101;1;2015;39
101;1;2016;41
101;1;2017;38
101;1;2018;51
101;1;2019;34
101;1;2020;50
101;2;2010;215
101;2;2011;189
101;2;2012;188
101;2;2013;201
101;2;2014;238
101;2;2015;209
101;2;2016;217
101;2;2017;246
101;2;2018;256
101;2;2019;223
101;2;2020;240
102;1;2010;17
102;1;2011;25
102;1;2012;16
102;1;2013;19
102;1;2014;24
102;1;2015;27
102;1;2016;27
102;1;2017;21
102;1;2018;16
102;1;2019;33
102;1;2020;13
102;2;2010;100
102;2;2011;129
102;2;2012;109
102;2;2013;114
102;2;2014;126
102;2;2015;153
102;2;2016;135
102;2;2017;133
102;2;2018;142
102;2;2019;151
102;2;2020;121
103;1;2010;8
103;1;2011;9
103;1;2012;18
103;1;2013;6
103;1;2014;12
103;1;2015;16
103;1;2016;15
103;1;2017;17
103;1;2018;12
103;1;2019;6
103;1;2020;15
103;2;2010;63
103;2;2011;55
103;2;2012;76
103;2;2013;73
103;2;2014;64
103;2;2015;71
103;2;2016;96
103;2;2017;71
103;2;2018;76
103;2;2019;85
103;2;2020;93
104;1;2010;5
104;1;2011;5
104;1;2012;4
104;1;2013;10
104;1;2014;2
104;1;2015;7
104;1;2016;8
104;1;2017;10
104;1;2018;11
104;1;2019;6
104;1;2020;4
104;2;2010;33
104;2;2011;35
104;2;2012;24
104;2;2013;45
104;2;2014;39
104;2;2015;42
104;2;2016;44
104;2;2017;50
104;2;2018;42
104;2;2019;45
104;2;2020;50
105;1;2010;4
105;1;2011;1
105;1;2012;3
105;1;2013;4
105;1;2014;7
105;1;2015;2
105;1;2016;3
105;1;2017;2
105;1;2018;6
105;1;2019;4
105;1;2020;3
105;2;2010;23
105;2;2011;17
105;2;2012;22
105;2;2013;8
105;2;2014;26
105;2;2015;19
105;2;2016;19
105;2;2017;27
105;2;2018;31
105;2;2019;26
105;2;2020;27
106;1;2010;0
106;1;2011;2
106;1;2012;1
106;1;2013;1
106;1;2014;0
106;1;2015;2
106;1;2016;1
106;1;2017;1
106;1;2018;1
106;1;2019;3
106;1;2020;3
106;2;2010;12
106;2;2011;9
106;2;2012;6
106;2;2013;13
106;2;2014;3
106;2;2015;12
106;2;2016;14
106;2;2017;13
106;2;2018;4
106;2;2019;18
106;2;2020;15
107;1;2010;0
107;1;2011;0
107;1;2012;1
107;1;2013;0
107;1;2014;1
107;1;2015;0
107;1;2016;1
107;1;2017;0
107;1;2018;0
107;1;2019;0
107;1;2020;2
107;2;2010;3
107;2;2011;8
107;2;2012;6
107;2;2013;4
107;2;2014;6
107;2;2015;1
107;2;2016;8
107;2;2017;5
107;2;2018;9
107;2;2019;2
107;2;2020;6
108;1;2010;0
108;1;2011;0
108;1;2012;0
108;1;2013;1
108;1;2014;0
108;1;2015;1
108;1;2016;0
108;1;2017;0
108;1;2018;0
108;1;2019;0
108;1;2020;0
108;2;2010;3
108;2;2011;1
108;2;2012;3
108;2;2013;2
108;2;2014;2
108;2;2015;3
108;2;2016;0
108;2;2017;3
108;2;2018;2
108;2;2019;5
108;2;2020;0
109;1;2010;0
109;1;2011;0
109;1;2012;0
109;1;2013;0
109;1;2014;0
109;1;2015;0
109;1;2016;1
109;1;2017;0
109;1;2018;0
109;1;2019;0
109;1;2020;0
109;2;2010;0
109;2;2011;1
109;2;2012;0
109;2;2013;2
109;2;2014;1
109;2;2015;1
109;2;2016;2
109;2;2017;0
109;2;2018;2
109;2;2019;2
109;2;2020;1
110;1;2010;0
110;1;2011;0
110;1;2012;0
110;1;2013;0
110;1;2014;0
110;1;2015;0
110;1;2016;0
110;1;2017;0
110;1;2018;0
110;1;2019;0
110;1;2020;0
110;2;2010;0
110;2;2011;0
110;2;2012;0
110;2;2013;0
110;2;2014;1
110;2;2015;1
110;2;2016;1
110;2;2017;1
110;2;2018;0
110;2;2019;2
110;2;2020;0
111;1;2010;0
111;1;2011;0
111;1;2012;0
111;1;2013;0
111;1;2014;0
111;1;2015;0
111;1;2016;0
111;1;2017;0
111;1;2018;0
111;1;2019;0
111;1;2020;0
111;2;2010;0
111;2;2011;0
111;2;2012;0
111;2;2013;0
111;2;2014;0
111;2;2015;0
111;2;2016;0
111;2;2017;0
111;2;2018;0
111;2;2019;0
111;2;2020;1
112;1;2010;0
112;1;2011;0
112;1;2012;0
112;1;2013;0
112;1;2014;0
112;1;2015;0
112;1;2016;0
112;1;2017;0
112;1;2018;0
112;1;2019;0
112;1;2020;0
112;2;2010;0
112;2;2011;0
112;2;2012;0
112;2;2013;0
112;2;2014;0
112;2;2015;0
112;2;2016;0
112;2;2017;0
112;2;2018;0
112;2;2019;0
112;2;2020;0
113;1;2010;0
113;1;2011;0
113;1;2012;0
113;1;2013;0
113;1;2014;0
113;1;2015;0
113;1;2016;0
113;1;2017;0
113;1;2018;0
113;1;2019;0
113;1;2020;0
113;2;2010;0
113;2;2011;0
113;2;2012;0
113;2;2013;0
113;2;2014;0
113;2;2015;0
113;2;2016;0
113;2;2017;0
113;2;2018;0
113;2;2019;0
113;2;2020;0
114;1;2010;0
114;1;2011;0
114;1;2012;0
114;1;2013;0
114;1;2014;0
114;1;2015;0
114;1;2016;0
114;1;2017;0
114;1;2018;0
114;1;2019;0
114;1;2020;0
114;2;2010;0
114;2;2011;0
114;2;2012;0
114;2;2013;0
114;2;2014;0
114;2;2015;0
114;2;2016;0
114;2;2017;0
114;2;2018;0
114;2;2019;0
114;2;2020;0
115;1;2010;0
115;1;2011;0
115;1;2012;0
115;1;2013;0
115;1;2014;0
115;1;2015;0
115;1;2016;0
115;1;2017;0
115;1;2018;0
115;1;2019;0
115;1;2020;0
115;2;2010;0
115;2;2011;0
115;2;2012;0
115;2;2013;0
115;2;2014;0
115;2;2015;0
115;2;2016;0
115;2;2017;0
115;2;2018;0
115;2;2019;0
115;2;2020;0
116;1;2010;0
116;1;2011;0
116;1;2012;0
116;1;2013;0
116;1;2014;0
116;1;2015;0
116;1;2016;0
116;1;2017;0
116;1;2018;0
116;1;2019;0
116;1;2020;0
116;2;2010;0
116;2;2011;0
116;2;2012;0
116;2;2013;0
116;2;2014;0
116;2;2015;0
116;2;2016;0
116;2;2017;0
116;2;2018;0
116;2;2019;0
116;2;2020;0
117;1;2010;0
117;1;2011;0
117;1;2012;0
117;1;2013;0
117;1;2014;0
117;1;2015;0
117;1;2016;0
117;1;2017;0
117;1;2018;0
117;1;2019;0
117;1;2020;0
117;2;2010;0
117;2;2011;0
117;2;2012;0
117;2;2013;0
117;2;2014;0
117;2;2015;0
117;2;2016;0
117;2;2017;0
117;2;2018;0
117;2;2019;0
117;2;2020;0
118;1;2010;0
118;1;2011;0
118;1;2012;0
118;1;2013;0
118;1;2014;0
118;1;2015;0
118;1;2016;0
118;1;2017;0
118;1;2018;0
118;1;2019;0
118;1;2020;0
118;2;2010;0
118;2;2011;0
118;2;2012;0
118;2;2013;0
118;2;2014;0
118;2;2015;0
118;2;2016;0
118;2;2017;0
118;2;2018;0
118;2;2019;0
118;2;2020;0
119;1;2010;0
119;1;2011;0
119;1;2012;0
119;1;2013;0
119;1;2014;0
119;1;2015;0
119;1;2016;0
119;1;2017;0
119;1;2018;0
119;1;2019;0
119;1;2020;0
119;2;2010;0
119;2;2011;0
119;2;2012;0
119;2;2013;0
119;2;2014;0
119;2;2015;0
119;2;2016;0
119;2;2017;0
119;2;2018;0
119;2;2019;0
119;2;2020;0
120;1;2010;0
120;1;2011;0
120;1;2012;0
120;1;2013;0
120;1;2014;0
120;1;2015;0
120;1;2016;0
120;1;2017;0
120;1;2018;0
120;1;2019;0
120;1;2020;0
120;2;2010;0
120;2;2011;0
120;2;2012;0
120;2;2013;0
120;2;2014;0
120;2;2015;0
120;2;2016;0
120;2;2017;0
120;2;2018;0
120;2;2019;0
120;2;2020;0
121;1;2010;0
121;1;2011;0
121;1;2012;0
121;1;2013;0
121;1;2014;0
121;1;2015;0
121;1;2016;0
121;1;2017;0
121;1;2018;0
121;1;2019;0
121;1;2020;0
121;2;2010;0
121;2;2011;0
121;2;2012;0
121;2;2013;0
121;2;2014;0
121;2;2015;0
121;2;2016;0
121;2;2017;0
121;2;2018;0
121;2;2019;0
121;2;2020;0
122;1;2010;0
122;1;2011;0
122;1;2012;0
122;1;2013;0
122;1;2014;0
122;1;2015;0
122;1;2016;0
122;1;2017;0
122;1;2018;0
122;1;2019;0
122;1;2020;0
122;2;2010;0
122;2;2011;0
122;2;2012;0
122;2;2013;0
122;2;2014;0
122;2;2015;0
122;2;2016;0
122;2;2017;0
122;2;2018;0
122;2;2019;0
122;2;2020;0
123;1;2010;0
123;1;2011;0
123;1;2012;0
123;1;2013;0
123;1;2014;0
123;1;2015;0
123;1;2016;0
123;1;2017;0
123;1;2018;0
123;1;2019;0
123;1;2020;0
123;2;2010;0
123;2;2011;0
123;2;2012;0
123;2;2013;0
123;2;2014;0
123;2;2015;0
123;2;2016;0
123;2;2017;0
123;2;2018;0
123;2;2019;0
123;2;2020;0
124;1;2010;0
124;1;2011;0
124;1;2012;0
124;1;2013;0
124;1;2014;0
124;1;2015;0
124;1;2016;0
124;1;2017;0
124;1;2018;0
124;1;2019;0
124;1;2020;0
124;2;2010;0
124;2;2011;0
124;2;2012;0
124;2;2013;0
124;2;2014;0
124;2;2015;0
124;2;2016;0
124;2;2017;0
124;2;2018;0
124;2;2019;0
124;2;2020;0
125;1;2010;0
125;1;2011;0
125;1;2012;0
125;1;2013;0
125;1;2014;0
125;1;2015;0
125;1;2016;0
125;1;2017;0
125;1;2018;0
125;1;2019;0
125;1;2020;0
125;2;2010;0
125;2;2011;0
125;2;2012;0
125;2;2013;0
125;2;2014;0
125;2;2015;0
125;2;2016;0
125;2;2017;0
125;2;2018;0
125;2;2019;0
125;2;2020;0
